title,rate,casts,cover,detailLink,types,time,movieTime,summary
爱的成人式,7.6,"['松田翔太', '前田敦子', '木村文乃', '三浦贵大', '木梨宪武']",http://pic2.iqiyipic.com/image/20230110/63/87/v_112873533_m_601_m2.webp,http://www.iqiyi.com/v_19rr7p2z3k.html,青春;悬疑;爱情,2015-5-23,106.55,A面：在某次联谊会上，身体肥胖且其貌不扬的大学生铃木夕树邂逅了美丽女孩茧子。他帮对方解围，对方似乎也对他有了好感。在此后的日子里，两人见面的次数增多，在茧子的鼓励和建议下，铃木尝试着改变自己的造型，力争成为女孩心目中理想的男性。那一年的圣诞节，他们的爱情走向顶点。B面：大学毕业后，铃木进入职场，并按照公司的安排前往东京进行深造，因此不得不和茧子经历远距离的恋爱。起初一切还好，但随着时间的流逝，两人之间逐渐出现隔阂，而远在东京的铃木又邂逅了美丽的女同事美弥子，爱情的天平进一步倾斜……
十七后 与青春化敌为友,7.4,"['翁滋蔓', '高艺', '许凯皓', '邱昊奇']",http://pic9.iqiyipic.com/image/20220901/97/9f/v_114173425_m_601_m5.webp,http://www.iqiyi.com/v_19rre7mboc.html,青春;爱情,2018-3-16,90.75,十七岁的街舞天才少年阿翔在排练时巧遇京剧女孩羽辰，羽辰被街舞的魅力与活力吸引并加入了舞团。他们也在练舞过程中渐生好感。此时在羽辰的身边还有着一位充满神秘魅力的竞争对手陈军(邱昊奇 饰)，两个男孩在舞台上、人生中的Battle就此展开…… 
追龙番外篇之龙争虎斗（粤语）,0,"['陈小春', '王浩信', '徐冬冬', '郑则仕', '云千千', '何浩文', '林子善', '李嘉']",http://pic5.iqiyipic.com/image/20230113/49/c3/v_170950084_m_601_m5.webp,http://www.iqiyi.com/v_1iy3t5jkqko.html,犯罪;动作,2023-1-12,94.4,该片讲述了能打敢拼的伍国豪和发小大小威三人从广东偷渡来到香港谋生，获心思缜密的探长徐乐的重用，后期制霸香港黑白两道的故事。徐乐本只是个有志青年，加入警界本想为市民服务，匡扶正义，但发现整个警界都腐败至极，如果他坚持原则，只会被排挤至死，在前辈指点之下，他决定在这腐败制度中力争上游，在短时间内成为最有势力的探长，短时间内改善了贪污，后因自己好兄弟伍国豪的黑道势力壮大，徐乐深知已经无法劝阻好兄弟，无奈之下与廉政公署联手，最后在廉政行动的时候，为政府提供了大量证据，同时也为自己做过的事情付出了代价。 经历大起大落的两兄弟终究还是走上了两条不同的人生轨道，伍国豪也因为自己的过错和罪证付出了惨痛代价。
特警急先锋,6.7,"['李修贤', '周文健', '柯受良', '陈松勇', '高捷', '王静莹', '王俊棠', '楼学贤']",http://pic6.iqiyipic.com/image/20230118/1b/03/v_62818208_m_601_m2.webp,http://www.iqiyi.com/v_19rrmyag30.html,犯罪;动作,1995-10-6,96.33,"　　阿李和麦克有着不同戴天之仇，血气方刚的两人发誓此仇不报决不罢休。然而，上司却将他们派到了台湾，跟踪调查一批分量巨大的毒品的走向。阿李和麦克来到台湾，捡到了这里的国际科队长马九和其助手程晓楠。
　　为了侦破案件，麦克潜入了台湾毒品老大陈见水的组织内部做卧底，与此同时，阿李则同马九合作，两人一个由内一个由外，企图瓦解这个庞大的毒品帝国。危险的敌人们埋伏在身边，麦克随时都有着生命危险，在这样危机的紧要关头，阿李和麦克能否凭借彼此之间的默契获得最终的胜利？"
孤狼,5.1,"['Dan Purdey', 'Warren Otteraa', 'Alana Tranter']",http://pic2.iqiyipic.com/image/20210916/47/8d/v_111458278_m_601_m10.webp,http://www.iqiyi.com/v_19rra5oh24.html,动作;科幻;战争,2016-12-13,87.11,二等兵詹姆斯•康罗伊与队友执行一次任务时，突然出现闪光和噪声，之后，队友离奇死亡，疑似被怪物所杀。与此同时，詹姆斯发现所有人都不见了，整个世界只剩下他一个人，他建起了自己的弹药库和基地，并独自跟怪物作战。
分手再说我爱你（粤语）,8.6,"['邓丽欣', '方力申', '盛朗熙', '李丽珍', '邵仲衡']",http://pic9.iqiyipic.com/image/20201126/1d/7b/v_109966795_m_601_m7.webp,http://www.iqiyi.com/v_19rrl4t8tg.html,喜剧;爱情;家庭,2015-12-31,108.18,林嘉华和邝美宝结婚十周年，决定到瑞士滑雪庆祝，但在出发前，华重遇几年前的老友琪琪，二人发觉对对方的情愫从未减退。那边，阿宝竟突然提出不去瑞士，而她对阿华原来也有一个不可告人的秘密。
大电影2.0：两个傻瓜的荒唐事,8.2,"['郭涛', '刘心悠']",http://pic5.iqiyipic.com/image/20220921/70/f2/v_169238292_m_601_m1.webp,http://www.iqiyi.com/v_28a1ocbo4nw.html,喜剧;爱情,2007-12-21,96.11,文耀四十岁了，还和老婆小鱼租房子住，整天为了房租推销他的书《新婚指南》，活得有点窝囊。某天，文耀突发奇想，准备把《新婚指南》拍成DVD，自己当导演，找来女演员美凤试镜，谁知美凤却透露了试镜的片段，断章取义放在了网络上，令文耀因为“潜规则”名噪一时，他的电影也歪打正着地找到了投资商。正在文耀找到了业余演员燕子和阿毛，准备大干一场的时候，后院起火，老婆小鱼知道了文耀“潜规则”的事情，闹得不可开交，一边是违约的赔款，一边是老婆离婚的威胁，文耀进退两难。
哈利·波特5：哈利·波特与凤凰社,8.8,"['丹尼尔·雷德克里夫', '艾玛·沃特森', '鲁伯特·格林特', '艾玛·汤普森', '迈克尔·刚本', '海伦娜·伯翰·卡特', 'Alan Sidney Patrick Rickman', '詹森·艾萨克']",http://pic4.iqiyipic.com/image/20211217/a7/ff/v_50076801_m_601_m15.webp,http://www.iqiyi.com/v_19rrjbevew.html,魔幻;青春;悬疑,2007-8-10,132.5,逃过摄魂怪的追杀，通过魔法部的审查，哈利终于回到美丽的霍格沃兹。然而这个学期并不轻松，他不仅要完成魔法等级考试，还要应对夜晚的噩梦和黑魔法防御课老师乌姆里奇的打压。在好友的支持下，哈利秘密组建了邓不利多军团，与大家一起练习黑魔法防御术。噩梦中，哈利总是以伏地魔的视角出现，似乎他们之间有着某种神秘的联系。在邓不利多的指示下，哈利向斯内普教授学习封闭术，却鲜有成效。终于在一次噩梦的诱使下，哈利偏执的赶往魔法部营救小天狼星，却不想陷入伏地魔的圈套，引发凤凰社与食死徒之间的正面冲突。在混战中，小天狼星不幸遇难。究竟哈利与伏地魔之间有着怎样的联系？在悲恸中，邓不利多为哈利揭开谜底，哈利还有更长、更艰难的路要走…
早间主播,8.2,"['瑞秋·麦克亚当斯', '哈里森·福特', '黛安·基顿', '帕特里克·威尔森', '杰夫·高布伦']",http://pic6.iqiyipic.com/image/20210916/2f/f0/v_105945249_m_601_m9.webp,http://www.iqiyi.com/v_19rrhtcycg.html,喜剧;爱情,2010-11-10,105.77,当失业率节节攀高，当媒体人下岗数往上狂飙，不管您是拼命三郎，抑或是操的是卖白粉的心，挣的是卖白菜的钱，被炒鱿鱼都不算那么蹊跷。电视节目制作人贝琪·弗勒，就是这行当最新的失业青年之一。眼看近乎同龄的堂姐表妹闺蜜远房个个相夫教子，她却一夜间成了“啃老族”，难道老天不光要她生活中当定大龄剩女，工作上也要她做足败犬女王?
呼啸山庄（1992）,8.3,"['朱丽叶·比诺什', 'Ralph Fiennes', '珍妮·麦克蒂尔', '索菲娅·沃德']",http://pic3.iqiyipic.com/image/20210916/c8/a9/v_50130140_m_601_m11.webp,http://www.iqiyi.com/v_19rrk28qak.html,爱情,1992-6-9,101.94,19世纪，在英国约克郡一个阴沉的荒原边上，名叫希斯克利夫的一个吉普赛男孩，被迪恩先生带到咆哮山庄。他得到主人之女凯西的钟爱，凯西在爱的同时，又无法拒绝自己想过优裕生活的愿望，而能提供这种生活条件的，却是邻居艾德加·林顿。希斯克利夫无意中得知后，悄然离去，凯西在愁苦心情中嫁给了林顿。
人尽皆知,7.6,"['哈维尔·巴登', '佩内洛普·克鲁兹', '里卡杜·达林', '芭芭拉·蓝妮', '茵玛·库艾斯塔', 'Eduard Fernández', '埃尔薇拉·明戈斯']",http://pic8.iqiyipic.com/image/20220821/2a/06/v_115506074_m_601_m5.webp,http://www.iqiyi.com/v_19rrc1dry8.html,犯罪;悬疑;家庭,2018-9-14,132.75,《人尽皆知》讲述了定居在阿根廷的西班牙裔女子劳拉和她的丈夫及孩子回到西班牙小镇参加姐姐的婚礼，然而孩子却莫名失踪，这一突发事件使得原本和谐的家庭开始互相猜疑，尘封许久的秘密逐渐浮出水面……
狼群行动,5.8,"['于震宇', '李俊瑶', '谢恺予', '陈星羽', '谢恺予']",http://pic1.iqiyipic.com/image/20210915/c8/80/v_127412777_m_601_m21.webp,http://www.iqiyi.com/v_19rsi75wz4.html,枪战;战争,2019-4-6,67.7,"医疗志愿者李瑶在某国艾都力的某个村落给当地村民提供医疗帮助，突遭绑匪袭击成为俘虏，其父亲得知消息联系张震、吴优其安保小队前往，成功救出李瑶后因仍有同胞被困,返回并夺取交通工具去往高地寻求救援信号，安保队员与绑匪之间展开了一场轰烈的追逐，张震、雷霆、武鸣相继牺牲后，吴优护着李瑶和幸存者终于等到了救援...."
疑案忠魂,7.5,"['刘威', '戈治均', '吴辰君', '闫妮']",http://pic4.iqiyipic.com/image/20210916/7d/e5/v_108691439_m_601_m7.webp,http://www.iqiyi.com/v_19rrn1kc5w.html,犯罪,2004-6-24,91.51,刑侦队长马红旗和队员小唐在押解毒贩时，因一时疏忽，使毒贩出逃，两人因此背上了“渎职”的罪名。作为警察，他们饱受了精神上的巨大侮辱，四处流言蜚语，同伴被牵连，家人被歧视，全局上下蒙羞，甚至想过一死了之。凭着坚强的信念..
熊猫历险记,7.5,"['喻小风', '高群', '吴笑平', '周凤山']",http://pic1.iqiyipic.com/image/20220821/38/83/v_112880103_m_601_m3.webp,http://www.iqiyi.com/v_19rr7phbfs.html,,1983-1-1,89.33,"很久很久以前，有一处白马藏族人民才熟悉的美丽森林。这里竹影婆娑，风光秀美，最值得称道的是此地生活着世界上独一无二的物种——大熊猫。顽皮的熊猫宝宝平平对大森林和外面的世界充满好奇，它不顾妈妈的劝告，执意要走遍森林的每一个角落。这一日，善良的祖孙俩白马藏医老爷爷（高群 饰）和孙子小风（喻小风 饰）上山采草药，小风意外结识了偷偷溜出去玩的平平。未过多久，平平不慎落入猎人设下的陷阱，危急时刻得到了小风的救助。
到手的猎物跑掉，令猎人独角（吴笑平 饰）大为光火，他想方设法要抓到熊猫母子，而勇敢善良的小风将尽最大的努力保护可爱的熊猫朋友……"
浮城大亨,8.4,"['郭富城', '杨采妮', '鲍起静', '刘心悠', '何超仪']",http://pic5.iqiyipic.com/image/20210916/39/ff/v_50234534_m_601_m7.webp,http://www.iqiyi.com/v_19rrk5yzp0.html,,2012-5-18,99.69,90年代，东印度公司首席大班布华泉年仅40岁，已经功成名就，经常出入上流社会。不过在生活上，他却面临两个女人的感情纠结，最令他痛苦的是自己的身世。40年前 ，因为一次海啸，泉妈的船遭遇不测，只领回了一个混血婴孩，那便是阿泉。从此，阿泉跟泉妈出海捕鱼，并与下人的幼女缔结了纯洁的友谊。后者童言无忌，谈到他的身世总是遭遇暴打。两小无猜的他们，最终因为一次意外而分离。阿泉的学习很刻苦，但是却与泉爸的关系很紧张。直到工作后，他才慢慢与父亲和解。身世始终困扰着阿泉，即使在外籍的船上，他也难以获得认同。后来，因为家道中落，泉爸离世，泉带着他们一干兄弟姐妹，如逃难般寻找救济，甚至不惜向刁蛮的船主妥协。最终，他了解到自己被收养的身世，这令他的人生发生了巨大的转变……
我的爸爸是森林之王（普通话）,8.6,"['孟令军', '杨波', '纪艳芳', '高晗', '陈杨 ']",http://pic4.iqiyipic.com/image/20210916/bc/0c/v_114713198_m_601_m5.webp,http://www.iqiyi.com/v_19rrfjditc.html,动画;喜剧,2017-10-14,91.73,"亚当,一个十三岁的、不合群的男孩,为了发现父亲失踪背后的秘密,踏上了一段惊心动魄、令人难忘的征程。他很快发现他的父亲正是传说中的大脚怪,他多年来一直躲藏在森林里,以保护他自己和家人不被大型公司 HairCo. 纠缠。该公司渴望用他的特殊 DNA 进行科学实验。就当这对父子开始弥补失去的时光时,亚当很快发现自己也赋有超乎想象的超能力。但他们不知道的是,HairCo. 正沿着亚当留下的踪迹紧追过来...... "
热血少女,8.2,"['陈汉典', '刘忻', '张晓钰', '丁梓洵', '洪士雅', '彭皓锋', '李洪陶']",http://pic0.iqiyipic.com/image/20220820/f4/58/v_112400829_m_601_m7.webp,http://www.iqiyi.com/v_19rr7dio90.html,青春,2017-7-16,88.58,性格胆小的梁若涵为了寻找曾经帮助过自己的学姐，而进入了台湾思铭女子学院，初入学校的她与整体环境格格不入，在同班同学小希哪里了解到思铭女子学院三大风云人物：南风、钱嘉乐和陈美玲，她们是所有学生心中的偶像。梁若涵在学校受到众人的排挤和霸凌，在饱受霸凌欺压之后，又加上“弱者联盟”前来寻求帮助，梁若涵意外成为她们的领导者，开始在虎狼环伺的学校中寻找自己的出路。梁若涵决通过伪装，虚张声势，气氛烘托等条件，将自己打造成一个“另类女大佬”，差点引起学校大乱。最后在同学和老师、校长的帮助下，梁若涵找到了真正解决校园暴力的办法，让平常受到欺压的同学，用合理的方式走出校园欺凌的阴影。同时梁若涵收获青春的果实。
先生贵姓,7.1,"['钟镇涛', '曾庆瑜', '米雪', '唐菁', '骆应钧']",http://pic1.iqiyipic.com/image/20220624/d9/50/v_112854375_m_601_m5.webp,http://www.iqiyi.com/v_19rr7qdhlc.html,爱情,1984-7-25,68.33,摄影师志强于一杂志社任职，因工作关系遇上明星范仙并要时常朝夕相对。范仙心灵寂寞，幸得志强时常陪伴左右，二人很快成为知心朋友。某夜二人发生关系后一志强决定追求范仙。但范仙的另一职业是富豪玩伴；志强发现后，黯然离去。范仙友人举办一个摄影展览，志强的作品有幸能够参展。可是展览只着重售卖摄影名家的作品，并无艺术可言，志强满不是味儿。
地心历险记（普通话）,8.1,"['布兰登·费舍', '乔什·哈切森', '安妮塔·布瑞姆', 'Seth Meyers']",http://pic1.iqiyipic.com/image/20220822/b9/68/v_50112654_m_601_m7.webp,http://www.iqiyi.com/v_19rrk3phn8.html,动作;科幻,2008-9-29,88.7,虽然特雷弗是大学的地址教授，但是却经常做出挑战传统的事情。他认为，凡尔纳的小说并不是科幻，而是真是存在的。就是因为这样的对立理论，使其被传为学院里的笑话，使得他的学术名声毁于一旦。不过特雷弗却毫不在意这些，他坚信自己的理论是正确的。为了验证自己的理论，特雷弗带着侄子肖恩和当地的向导汉娜开始了在冰岛的旅行。在旅行时，三人意外发现一个奇特的洞穴，并在探询时踏破薄冰跌入了无底深渊。不过，当他们醒来时，却发现了一个神秘的地心世界，里面有着各种稀奇古怪的生物，与凡尔纳小说里面描述的场景一模一样。证据终于找到了，但是如何将证据带回地上？特雷弗三人开始了寻找出路之旅
流浪的迪潘,6.3,"['樊尚·罗蒂埃', '法兹·本沙迪', '安东尼萨桑·杰苏萨桑']",http://pic0.iqiyipic.com/image/20190809/d6/2e/v_110279674_m_601_m5.webp,http://www.iqiyi.com/v_19rrlq3zp8.html,犯罪,2015-5-21,105.87,该片讲述在斯里兰卡，内战已经快要结束，无数难民等待着离开这片被战火摧残的土地。为了更容易申请政治庇护，年轻的女人雅丽妮、曾经效力泰米尔猛虎组织的战士迪潘和9岁的失去父母的小女孩伊莱娅冒充一家人，来到法国巴黎近郊开始了新生活。迪潘在这片贫民聚集的郊区找到了一个公寓管理员的工作，不会法语的雅丽妮也在一户人家做家政，“女儿”伊莱娅则进了附近的学校。生活看起来在往好的方向发展，但充斥着暴力、毒品、犯罪的巴黎郊区，注定不会是他们平静生活的净土，当命运不可逆抗，迪潘只好用自己最熟悉的手段，守护这个由三个陌生人组成的相依为命的“家庭”。
锅盖头,6.2,"['杰克·吉伦哈尔', 'Jamie Foxx', '彼得·萨斯加德', '卢卡斯·布莱克', '布莱恩·格拉格提']",http://pic8.iqiyipic.com/image/20210916/d5/d8/v_106544445_m_601_m17.webp,http://www.iqiyi.com/v_19rrhytfwg.html,战争,2005-11-4,121.73,20世纪90年代初，中东战火一触即发，著名的“沙漠风暴”正在酝酿之中。20岁的小伙子安东尼·斯沃福德出身于军人世家，他的祖父父亲、叔父是历次战场上走下来的英雄。安东尼从小耳濡目染，立志成为一名在战场上立下莫大功勋的光荣军人。经过无数残酷训练，他终于被派往海军陆战队第七陆战远征旅第二营，正式投身中东战场。安东尼踌躇满志，却发现战争的残酷远远出乎他的意料。在此期间，家乡的女友不忠出轨，恐惧、空虚、压抑则时刻折磨他的神经，战争的真正意义更令他陷入沉思与矛盾之中…
危情时速,8.4,"['丹泽尔·华盛顿', '克里斯·派恩', '罗莎里奥·道森', '伊桑·苏普利', '洁西·斯克拉姆', '凯文·杜恩', '伊丽莎白·马西斯', '凯文·查普曼']",http://pic1.iqiyipic.com/image/20210916/10/84/v_105882839_m_601_m9.webp,http://www.iqiyi.com/v_19rrhu2oac.html,动作;惊悚,2010-11-9,94.43,宾夕法尼亚州南部的布鲁斯特市，资深的火车机师弗兰克·巴恩斯即将提前退休，作为拥有丰富阅历和经验的老员工，他和伙伴们虽然对公司出于成本雇用相对便宜却没有经验的新员工不满，却也无可奈何。这天早晨，弗兰克迎来了新的搭档，年轻气盛的领航员威尔·科尔森，新老交替正式开始。与此同时，位于北部的富勒站出现状况，满载危险化学品的777号列车在无人驾驶的情况下径自开走，如野兽般咆哮着冲向人口密集的城镇。危险随时降临......
回南天,0,"['黄宇聪', '梁龙（乐队）', '陈宣宇（演员）', '林子熙']",http://pic4.iqiyipic.com/image/20220729/ee/5f/v_168407207_m_601_m2.webp,http://www.iqiyi.com/v_12xx2svk3c8.html,,2022-6-24,106.76,"一对年轻的情侣小东和杜鹃住在城中村，日子过得磕磕碰碰。游乐城倒闭变成饮食城，为了在饮食城重建小舞台，小东留下暂时做了守湖保安。在守湖过程中，他认识了前来放生的女孩园园。杜鹃是个花艺师，在花店打工。杜鹃经常到客户龙老师家插花。龙老师特别神秘，年轻的杜鹃被龙老师这种神秘气息吸引。小舞台重建未果，小东被辞退。回家帮女友经营起“小丑花店”，女友要求小东扮成小丑送花。送花之余，小东会去园园家。园园以前是某剧团的舞蹈演员，后来因为感情问题离开了舞台。四个人的关系渐渐错位。暧昧的背后，都有不为人知的一面。在他们的彼此映照中，回南天悄然而至……
"
逃离德黑兰,7.8,"['本·阿弗莱克', '布莱恩·科兰斯顿', '凯尔·钱德勒', '约翰·古德曼']",http://pic6.iqiyipic.com/image/20210916/f2/36/v_111388131_m_601_m12.webp,http://www.iqiyi.com/v_19rra04s7c.html,惊悚;战争,2012-8-31,129.58,1979年11月4日，伊朗的革命军攻进了美国在伊朗德黑兰的大使馆，将大使馆的工作人员劫为人质。有超过50名人员被关押，但有6人逃脱，并躲在加拿大驻伊朗大使Ken Taylor的家里。CIA高层Jack O'Donnell找到专家Tony Mendez，让他协助将那六个人带回美国。经过讨论后，CIA决定采取Tony的办法，以拍摄电影的名义，Tony到伊朗将那六个人带回。Tony联系了他在好莱坞的朋友，化妆师John Chambers，并联系了电影制片人Lester。Tony在许多剧本中选中了《ARGO》，一部和《星球大战》极为类似的电影。于是他作为制片人带着剧本和各种道具前往伊朗，找到了那六个人，开始了艰苦的逃离德黑兰之路......
维拉·德雷克,0,"['伊梅尔达·斯汤顿', 'Richard Graham', '埃迪·马森', '吉姆·布劳德本特', '莎莉·霍金斯']",http://pic2.iqiyipic.com/image/20230110/20/e5/v_170691713_m_601_m1.webp,http://www.iqiyi.com/v_n1rfgyyz8k.html,犯罪;战争;家庭,2004-10-22,124.61,故事发生在1950年的英国，战争给城市造成了巨大的伤害，在一片混乱中，一个名叫维拉的女人与丈夫和儿女们勉强过着平静安定的生活。表面上看来，维拉是一个清洁女工，但一个秘密被深深的隐藏在她的心底。在空余的时间里，维拉会通过好友莉莉提供的手术室，帮助在战时怀孕的妇女堕胎，而之一举动在当时的英国是违法的。 雷吉的加入为维拉的家庭又增添了一份快乐，他和维拉的女儿埃塞尔的婚礼让所有人的面孔上都蒙上了喜气。在婚礼进行之时，门被敲响，可是，到来的并非友好的祝福，却是警察的逮捕，维拉的所作所为被公之于众。
战后余温,7.8,"['亚历山大·斯卡斯加德', '凯拉·奈特莉', '杰森·克拉克', '亚历山大·吉尔', '汤姆·贝尔']",http://pic3.iqiyipic.com/image/20220821/d2/0f/v_115494147_m_601_m11.webp,http://www.iqiyi.com/v_19rrc1xh9w.html,战争;爱情,2019-4-26,106.91,《余波》根据Rhidian Brook同名小说改编，故事设定在1946年二战刚结束的德国汉堡。英军上校刘易斯奉命驻扎在这座城市，负责重建工作，他的妻子瑞切尔以及11岁的小儿子艾德蒙和他一起搬到了汉堡。 不过让瑞切尔愤怒的是，他们和一家德国人住在同一幢大房子里。瑞切尔和刘易斯的长子在德军轰炸中丧生，为此她极其的痛恨德国人。这家德国人是一位父亲和他16岁的女儿，他们在战争中失去了妻子（母亲），对英国人也没有好脸色。不过刘易斯坚持这样安排，大家只好别别扭扭的住在同一个屋檐下。 二战后的德国非常混乱，占领军与德国人的矛盾一直存在，还有些德国人企图重新集结为纳粹招魂。然而，瑞切尔关心的却是她自己家的问题，丈夫整日忙于工作，无暇顾及自己孩子，她唯一可以交流的人就是那个德国鳏夫（其实她并不知道，丈夫之所以如此忘我工作，也是为了忘却丧子之痛），慢慢的，这两个一开始互相敌视的人相爱了…… 
梦幻佳期,6.7,"['闵春晓', '张亚希', '昆凌', '蒲巴甲', '李易霖']",http://pic8.iqiyipic.com/image/20210916/58/ca/v_112770814_m_601_m8.webp,http://www.iqiyi.com/v_19rr7lipww.html,爱情,2017-6-9,101.27,美女医生艾米、不羁画家黄俊杰、花花公子陈大卫、时尚模特李苏珊，这四个本该拥有着各自绚丽人生的青年，却意外的被三个闯进他们人生中的女孩打乱了，随之而来的事情，让每一个人都措手不及，在面临着巨大生存压力，面对着无法解开的情感纠葛，他们要如何继续走完自己的人生道路。 他与她，她与她，他们将会发生怎样的故事，她们的友情与爱情又将归为何处……
如梦,6.8,"['吴彦祖', '袁泉', 'Sean', '陈博文', '唐志玲']",http://pic1.iqiyipic.com/image/20210916/59/6c/v_50017043_m_601_m15.webp,http://www.iqiyi.com/v_19rrj5af7k.html,悬疑;爱情,2010-4-30,117.61,Max是独居纽约的华裔青年，他的猫死了，他来到神父面前祷告，却依旧无法安睡。在梦中，迈克遇到了一个奇怪的女人艾玲，她因男朋友此前跳楼自杀而失魂落魄，迈克试图劝慰她，却屡屡受挫。因为这个离奇的梦，迈克的脑海中反复萦绕艾玲。Max被派往上海公干，在回程飞机上发现照相馆错给他的照片是艾玲的生活照，他惊骇梦中情人是真有其人，于是开始了与这个女孩之间的情感纠纷。
彩桥,8.1,"['高兴', '宝珉', '迟志强', '李萍']",http://pic7.iqiyipic.com/image/20220821/b1/e8/v_108794526_m_601_m6.webp,http://www.iqiyi.com/v_19rrn72n70.html,青春;爱情,1982-1-1,89.93,"城建局青年干部温可诚与糖果厂团干部黄燕相爱。黄燕被调到婚姻介绍所工作后，认识了熊文、李贵、鲁小宝灯男青年，发现他们由于工作的所谓“低贱”，受到一些姑娘的不公正的冷遇，黄燕决定帮助他们当好红娘。小温想把黄燕调回糖果厂，黄燕不同意，两人产生了误会。黄燕创办了游园会，把三个姐妹介绍给三个小伙子。温可诚也逐渐觉醒，自愿下放到“低贱”的清洁大队工作，并主动去婚姻介绍所找黄燕表达自己的爱恋之情，终于取得黄燕的谅解，与黄燕重归于好。
"
暴风中的雄鹰,8.0,"['安震江', '白德彰', '郭振清', '霍德集', '金焰']",http://pic7.iqiyipic.com/image/20220820/6f/68/v_108797600_m_601_m8.webp,http://www.iqiyi.com/v_19rrn62qho.html,军人;历史革命;家庭,0,99.41,故事发生在1936年。红军长征后援部队战士火娃及张大顺、小武等被马步芳的军队俘虏，他们逃了出来，藏族老猎人巴布掩护了他们。在藏族人中，因为关于如何处置火娃等人起了争执。富户多汤父子要把红军交给马步芳部队，老巴尔坚决反对，使得头人百户终于同意放走这些小红军。恰在此时，马步芳军队来此搜捕逃走的红军，老巴尔和张大顺他们打死了三个敌人。敌军狗营长要活埋被俘的红军战士，老巴尔父子和其它人一起把他们救出。敌人抓住了老巴尔的儿子华尔丹，百户也在责怪老巴尔留下红军，引起了灾祸。为了不连累群众，被老巴尔所救的刘指导员和火娃决定用自己来换华尔丹，百户深受感动，由此觉醒，和红军一起与敌人作战。刘指导员带张大顺等人救出了华尔丹，狗营长洗劫了部落，头人百户也死在他的枪下。
伏妖·诛魔镜,7.6,"['张格嘉', '陈奕木', '杜俊泽', '尚娜', '何星禹']",http://pic6.iqiyipic.com/image/20211029/ea/bb/v_163192753_m_601_m1.webp,http://www.iqiyi.com/v_1sdrjk1na8k.html,动作;惊悚,2021-11-3,81.41,清末民初，战乱不断，邪人王丽娘正害人性命，疯癫江湖术士毛不破与徒弟白祈、白源追捕邪祟来到鹤灵城，白祈将王丽娘及双头蛇击败，王丽娘濒死遗言及标识让毛不破心生疑惑，想起多年灭门惨案。不久，大帅府怪象频生，师徒三人被大帅府邀请前去府邸查探，旧相识黄老九和黄灵儿也随师徒三人一同前去。白祈破解怪事乃邪魔笑傀作祟，于是决定进入诛魔镜找寻真相。生死轮回，亲情爱情何去何从，不死之身左千秋阴谋能否得逞，一切尽在诛魔镜中世界···
特区打工妹,7.7,"['俞飞鸿', '王颖', '孙启新', '刘燕军', '刘爽', '邵兵', '王烟蒙', '王茜']",http://pic8.iqiyipic.com/image/20220820/94/c2/v_109678806_m_601_m3.webp,http://www.iqiyi.com/v_19rrkqd6os.html,青春,1990-1-1,102.43,"        一群农家女离开贫困的家乡来到特区打工。工厂香港总管管理过于严厉，不尊重女工，杏子为维护尊严愤然辞工。李四喜追随恋人彩云来特区打工，彩云却为能成为城市人而将他抛弃。四喜受到刺激后发奋努力学习技术。彩云单恋港方工程师江浩，意识到没有可能后又盲目地想嫁给特区人。懦弱的春花经不住诱惑成为总经理的情妇，但被总经理夫人发现，欲寻短见时被人救起。
　　影片生活气息浓郁，但又具有丰富的内涵，围绕一群打工妹在特区的不同境遇，展示了这一富有生命力的新生事物，赞扬了劳动人民在现实生活中的激情、追求和向往，也分析了不同类型的心态所面临的人生挑战。片中人物形象鲜明，具有相当强的代表性，给人以深刻印象，并更好的表现了影片主题。"
欲海情魔,6.5,"['琼·克劳馥', '杰克·卡森', '扎查瑞·斯考特']",http://pic9.iqiyipic.com/image/20210916/b7/2c/v_110581228_m_601_m6.webp,http://www.iqiyi.com/v_19rrlj78zk.html,悬疑;爱情,2023-1-17,110.8,琼·克劳馥荣获金像奖后的代表作，她在片中饰演一个为女儿牺牲一切的母亲，在婚姻破裂之后，她仍然卖命赚钱，好让她的长女安白兰丝能够上好的学校，穿漂亮的衣裳。不料女儿是个自私自利的家伙，未但不知感恩，还背着母亲跟她的情夫幽会。后来白兰丝失手将情夫杀死，克劳馥还自顾为女儿顶罪，真是可怜天下父母心。本片故事虽是典型的肥皂剧，但剧本写得敏锐而富有文学性，导演迈克尔．柯蒂兹也没有让伦理亲情流为滥情，并且也严谨地控制着情节发展的抑扬顿挫和感人气氛，故被誉为美国影史上最佳伦理通俗剧之一。
