title,rate,casts,cover,detailLink,types,time,movieTime,summary
人再囧途之泰囧,9.3,"['徐峥', '王宝强', '黄渤', '陶虹', '范冰冰']",http://pic2.iqiyipic.com/image/20210916/b1/a5/v_50395472_m_601_m17.webp,http://www.iqiyi.com/v_19rrjwwhik.html,喜剧,2012-12-12,104.95,商业人士徐朗用了五年时间发明了一种叫油霸的神奇产品。徐朗的同学兼竞争对手高博想把这个发明一次性卖给法国人。但徐朗坚决不同意。由于两人股份相同，唯有得到公司最大股东周扬的授权书，方可达到各自目的。当得知周扬在泰国后，徐朗立刻启程寻找。而高博获悉后将一枚跟踪器放在徐朗身上一起去了泰国。飞机上，徐朗遇到了王宝，别有心机地想利用他来摆脱对手高博的追赶，可他不仅没甩掉王宝，还成了他的贴身保姆。
暮光之城：暮色,8.7,"['罗伯特·帕丁森', '克里斯汀·斯图尔特', '阿什丽·格林尼', '彼得·费辛利']",http://pic1.iqiyipic.com/image/20221202/14/7c/v_50002368_m_601_m19.webp,http://www.iqiyi.com/v_19rrj5qc4s.html,惊悚;奇幻;爱情,2008-11-21,121.77,贝拉是一个与众不同的女孩，她不热爱虚荣，不会像其他女孩一样追求时髦，也不愿伪装自己刻意去和合不来的同学搞好关系。因为母亲再婚的缘故，贝拉搬去和父亲同住。在新学校里，贝拉遇到了一个名叫爱德华的男孩，他跟贝拉遇见过的所有人都不一样，不仅英俊、聪明、幽默，而且跟贝拉非常有共同点——同样孤独。两人很快就陷入了爱河。然而爱德华的真实身份是一个吸血鬼，爱德华和贝拉能有情人终成眷属吗？
不速来客,8.0,"['范伟', '张颂文', '窦骁', '朱珠', '梁超']",http://pic8.iqiyipic.com/image/20211119/fc/74/v_162250852_m_601_m5.webp,http://www.iqiyi.com/v_29u8xeyweq0.html,动作;悬疑;喜剧,2021-10-22,106.01,这一晚，窃贼老李进入一处破旧的居民楼内行窃，不料却目击了一场命案：神秘女子离奇被杀，就在老李拼命制伏凶手阎正之际，外卖员马明亮突然也莫名其妙地出现在这个房间之内。三人一头雾水，全然不知对方身份，不断反转的剧情即将揭开层层真相……
天际浩劫2（普通话）,8.2,"['安东尼奥·法加斯', 'Bojana Novakovic', '弗兰克·格里罗', 'Jonny Weston', '伊科·乌艾斯', '卡兰·穆尔韦']",http://pic1.iqiyipic.com/image/20220816/98/d3/v_168856754_m_601_m1.webp,http://www.iqiyi.com/v_1rshytm93lg.html,动作;科幻,2017-12-15,104.93,"影片设置于未来世界，讲述侦探马克(弗兰克·格里罗饰)的儿子被外星飞船吸走，而他需解救儿子，并对抗无时不在的外星生物。
"
绝种铁金刚,7.7,"['梁家辉', '毛舜筠', '陈小春', '钟欣潼', '陈冠希', '田朴珺']",http://pic5.iqiyipic.com/image/20210916/39/28/v_62821623_m_601_m10.webp,http://www.iqiyi.com/v_19rrmx5bm8.html,犯罪;动作;喜剧,2003-1-1,92.33,著名影星詹二帮常常出演一些英雄类人物的角色，但现实生活中却胆小如鼠，使深爱的妻子曼琼离开了他，自此他便跟两个女儿忌廉与脆皮一起生活了。 铁男与Janet均是国际刑警，得知恐怖分子龙一将到香港去取另外的生化武器，在香港与恐怖分子交手的过程中，误入了二帮的家里，铁男被注射了智力退化的病毒，智商只有4岁儿童的程度。曼琼从好莱坞回来打算跟二帮商议合作的事情，却遭到恐怖分子的闯入，他们得知丢失的病毒就在二帮家中。 在与恐怖分子斗争的过程中，二帮为了女儿为了前妻，显现出以往少有的勇敢才智，顺利抓拿犯罪分子以为，还赢回了家庭团员。
时光尽头的恋人,8.2,"['布蕾克·莱弗利', '米契尔·哈思曼', '哈里森·福特', '艾伦·伯斯汀', 'Kathy Baker']",http://pic3.iqiyipic.com/image/20220819/bb/f2/v_112873543_m_601_m4.webp,http://www.iqiyi.com/v_19rr7p2yks.html,奇幻;爱情,2015-4-24,107.52,"1908年，阿戴琳出生了，一晃眼27年过去，曾经那个哇哇啼哭的小婴儿已经长大成人，组建了属于自己的家庭，成为了一名母亲。然而，就在这人生中最幸福的时刻，一场意外的发生让阿戴琳徘徊在生死的边缘并最终幸运的死里逃生，然而，很快，阿戴琳就发现，自己的身体发生了某些奇妙的变化，她竟然不再变老，而是永远的停留在了27岁。
　　拥有永恒的生命这件事听起来很妙，但实际上却充满了痛苦，随着时间的推移，阿戴琳所爱的人们渐渐变老，并最终离开了她，留下阿戴琳一人在这世间，沉浸于无尽的孤独之中，阿戴琳封闭起了自己的内心，不再与外界交往，就这样过了近八十年，此时，一位名叫艾利的男人走进了阿戴琳的生命。"
实习生,9.0,"['罗伯特·德尼罗', '安妮·海瑟薇', '蕾妮·罗素', 'Anders Holm']",http://pic7.iqiyipic.com/image/20220511/76/94/v_111720686_m_601_m10.webp,http://www.iqiyi.com/v_19rrakosr8.html,喜剧,2015-9-25,116.48,年近七十的本曾经是一位精明强干，事业有成的商人，最终，他还是和大部分老年人一样开始了平淡的退休生活。本对忙碌而又充实的过去无比怀念，孤独与内心里蠢蠢欲动的渴望让他做出了重回职场的决定，成为了年轻的朱尔斯手下的一名小小员工。 朱利安年纪虽轻却是一家著名时尚购物网站的创办人，为了事业，她牺牲了自己全部的业余时间和感情生活，这份事业带给了朱利安荣耀，却也成为了她肩上沉重的负担，更糟的是，公司董事会已经开始怀疑，朱利安是否能够胜任她目前的职位了。起初，朱利安并没有将年迈又落伍的本放在眼里，然而，随着时间的推移，这位慈祥的长者渐渐成为了她生活中最真挚的友人。
我是真的讨厌异地恋,9.1,"['任敏', '辛云来', '周雨彤', '李孝谦', '陈宥维', '邓超', '戚砚笛', '曹卫宇']",http://pic7.iqiyipic.com/image/20220527/c0/15/v_167511014_m_601_m2.webp,http://www.iqiyi.com/v_152tmwjtuw0.html,青春;爱情,2022-4-29,107.94,要相信：熬过异地，就是一生。故事围绕赵一一和许嘉树展开，高考之后，赵一一终于向暗恋多年的许嘉树表白，却阴差阳错开启一场异地恋。他们坚信：熬过异地，就是一生。可远距离恋爱的天然阻碍考验着他们，明明相爱，却不断缺席对方的生活。赛赫的出现以及闺蜜乔乔和李唐一波三折的爱情都让赵一一感触良多。当异地恋升级为异国恋，是继续坚持，还是一别两宽，各自成长的二人不得不面对自己内心的答案……
一直一直都很喜欢你,8.9,"['周依然', '吴念轩', '汤加文', '张歆艺', '袁弘']",http://pic2.iqiyipic.com/image/20220907/de/0f/v_168440073_m_601_m2.webp,http://www.iqiyi.com/v_w5o5y4cs7k.html,青春;喜剧;爱情,2022-7-22,93.08,你有没有遇到过一个人，他点亮了你整个青春？大四女孩童知了喜欢了来自台北的校友顾彬整整四年。她闯入他的世界，他带她感受青春里的肆意和热烈，惊艳了她整个青春。毕业临近，她是选择将秘密留在青春里还是勇敢说出那句“我一直一直都很喜欢你”呢？
精武风云·陈真,8.3,"['甄子丹', '舒淇', '黄渤', '霍思燕', '木幡龙', '黑泽良平', '周扬', '余文乐']",http://pic7.iqiyipic.com/image/20210916/63/5f/v_50046494_m_601_m12.webp,http://www.iqiyi.com/v_19rrjddg0k.html,动作,2010-9-21,105.36,陈真当年为报杀师之仇，独闯虹口道场，击杀一众日本武术高手，轰动全上海后，便人间蒸发，不知所踪。七年后，陈真化名齐天元从法国回到上海，以年轻实业家身份潜入当地情报集中地“卡卡夜总会”，暗中彻查老板刘禹天与日军之关系，出身神秘的交际花KiKi，亦借机亲近齐天元，反探其真正身份。原来陈真乃巡捕黄昊龙秘密委派，专案对付以力石猛为首的日军暗杀团。陈真重燃心中怒火，他独闯日本情报机关总部。
第五波,7.0,"['科洛·莫瑞兹', '玛姬·丝弗', '列维·施瑞博尔', '尼克·罗宾逊', '朗·里维斯顿']",http://pic5.iqiyipic.com/image/20221129/8b/0d/v_110662275_m_601_m10.webp,http://www.iqiyi.com/v_19rrm8ydwo.html,动作;惊悚;青春,2016-1-22,107.76,"　　某日，人类赖以生存的家园地球遭到了外星人的猛烈袭击，现代设施和发达科技均遭受到了毁灭性的打击，人类文明仿佛一下子退回了石器时代。凯西和弟弟山姆在灾难之中失去了母亲，姐弟两人顾不上悲伤，跟随着父亲奥利弗来到难民营避难。
　　沃斯上校带领着军队来到了难民营，他们带走了孩子们，并且声称之后会回来接遗留下来的成年人，凯西和山姆依依不舍的离开了父亲。山姆心爱的泰迪熊落在了难民营，凯西返回寻找，哪知道外星人拥有了能够寄宿在人类体内的能力，导致难民营中发生了动乱。混乱之中，凯西和山姆失散了，为了寻找弟弟，凯西毅然踏上了充满了危险的旅途"
传奇,8.4,"['汤姆·哈迪', '艾米莉·布朗宁', '克里斯托弗·埃克莱斯顿', '大卫·休里斯']",http://pic3.iqiyipic.com/image/20220819/0f/64/v_113905926_m_601_m9.webp,http://www.iqiyi.com/v_19rrdt8lmo.html,动作;惊悚;枪战,2015-9-9,129.96,Tom Hardy一人分饰两角出演伦敦黑帮史上最叱咤风云的克雷兄弟，雷金纳德和罗纳德。他们统治了上世纪五六十年代整个伦敦的东区，从持械抢劫到暴力袭击，从收保护费到走私军火，谋杀，可以说是无恶不作。黑白两道通吃的他们在商界、政界、娱乐界都广受欢迎。兄弟中的弟弟自称是双性恋，与许多政客有染……警方在1968年将两兄弟捉拿归案，最终判处终身监禁，结束了他们罪恶的黄金时代…… 
奎迪2：英雄再起,8.5,"['西尔维斯特·史泰龙', '迈克尔·B·乔丹', '菲利西亚·拉斯海德', '泰莎·汤普森', '杜夫·龙格尔', '伍德·哈里斯', '拉塞尔·霍斯比']",http://pic4.iqiyipic.com/image/20220820/08/48/v_117961118_m_601_m12.webp,http://www.iqiyi.com/v_19rqy2hdt0.html,动作,2019-1-4,130.05,　《奎迪：英雄再起》讲述拳王奎迪迎战“父仇”对手，遭遇惨败跌入人生低谷，在教练洛奇和家人的帮助下，克服心理障碍重新振作的故事。
火影忍者剧场版：博人传,7.6,"['三瓶由布子', '菊池心', '竹内顺子', '早见沙织', '杉山纪彰']",http://pic7.iqiyipic.com/image/20210916/a1/9b/v_112872717_m_601_m7.webp,http://www.iqiyi.com/v_19rr7q6pu4.html,动画,2015-8-7,95.3,漩涡博人虽然是七代火影漩涡鸣人的儿子，但是他并不以父亲为荣，父子间充满了误会。博人为了打败父亲，准备拜师宇智波佐助，与此同时，博人与佐助的女儿佐良娜、三月组成了小队，共同参加下影的考试。下影考试开始，博人求胜心切，不料考试途中，神秘反派大筒木桃式、金式发动了突然袭击，鸣人为了保护木叶村陷入了危机。博人开始重新认识这个父亲，和佐助、我爱罗等父亲的老朋友开始了拯救鸣人的战斗。
牧野诡事之赤丹珠,7.2,"['袁福福', '何泓姗', '周晓鸥', '邢瀚', '佟磊']",http://pic2.iqiyipic.com/image/20221217/a6/24/v_170628272_m_601_m2.webp,http://www.iqiyi.com/v_27r004mt3ow.html,动作;奇幻,2022-12-17,76.83,《牧野诡事之赤丹珠》由香港著名导演唐季礼监制，新锐导演陈聚力执导，袁福福、何泓姗、周晓鸥领衔主演。影片讲述青年鹧鸪哨与搬山一派的伙伴邵岭等人，为拯救被疾病所困的搬山族人，一并踏上寻找解药雮尘珠的探险旅程的故事。
真爱禁区,6.5,"['叶鹏', '陈奕静', '陈欣孺']",http://pic4.iqiyipic.com/image/20210729/e1/28/v_112943991_m_601_m7.webp,http://www.iqiyi.com/v_19rr8fnxpo.html,爱情,2017-8-25,89.26,留美回国的钢琴女老师李娜被网络大咖梅云婷邀请为她自闭症的外甥女做家教，发现梅云婷现任男友就是自己青梅竹马初恋谷峰，李娜背着一起美国留学现任男友郑凯和谷峰一次次的幽会，却被博爱善良的梅云婷和正直的郑凯发现，四人在爱情，友情，亲情，激情和各种误解，背叛，憎恨与宽恕交集的背景下，他们各自选择自己不同真爱和坚守道德底线禁区。 
纹身,7.3,"['赵文卓', '王圣迪', '徐冬冬', '李岷城', '范逸臣']",http://pic2.iqiyipic.com/image/20220126/e7/14/v_165599886_m_601_m2.webp,http://www.iqiyi.com/v_jos5d4fvc8.html,动作,2022-1-14,102.86,1935年的中国西南盐业重镇，帮派斗争不断，风云诡谲。 一位纹身技艺精湛的大师阿昌，卷入了一场针对他所在帮会的连环暗杀。神秘势力的轮番陷害，昔日手足为一己私欲背叛，各种误解步步紧逼，等阿昌发现这一切阴谋根源之时，已经是身陷绝境。为了让女儿活下去，他选择背水一战……
丛林奇航（普通话）,8.3,"['道恩·强森', '艾米莉·布朗特', '杰西·普莱蒙', '杰克·怀特霍尔', '保罗·吉亚玛提', '埃德加·拉米雷兹', 'Veronica Falcón', '丹尼·罗维拉']",http://pic2.iqiyipic.com/image/20220120/58/54/v_165377310_m_601_m2.webp,http://www.iqiyi.com/v_1932a6gab9c.html,动作;奇幻;喜剧,2021-7-30,122.43,
英谈女人,8.2,['徐爽'],http://pic7.iqiyipic.com/image/20210915/5a/85/v_115643750_m_601_m3.webp,http://www.iqiyi.com/v_19rrc36dnc.html,,2011-1-1,90.98,英谈女人水秀在丈夫冯玉泉采石被砸伤并失往生养能力后，她默默承受着巨大的精神压力，用大山里女人的淳朴固守着瘫痪丈夫。在她家宅基地被邻居占有时，她为了古建筑的完美和自己的正当权益打起了官司，并为了保护女性尊严而痛苦地砸毁石板场。终极，她不甘平庸、带领留守妇女共同开创致富道路，当选为村长并带领乡亲把英谈旅游业搞得红红火火。
雪豹之暗战天机,8.0,"['于震', '克拉拉', '潘泰名', '冯越', '芦芳生', '张政勇']",http://pic4.iqiyipic.com/image/20211129/d7/f4/v_164076126_m_601.webp,http://www.iqiyi.com/v_2bgmy7hkgyo.html,战争,2021-12-12,83.3,本片讲述了1943年，侵华日军表面上因受太平洋战争影响被迫转为守势，实际暗中策划常德会战发动大规模攻势，并派间谍安插在国军中混淆视听。秘密运送一批最新研制的大规模杀伤性化学武器，存放于日军绝密基地，准备对中国军民实施屠杀。八路军虎头山独立团副团长刘远潜冷静睿智抓出了间谍，并且阻止了日军引爆化学武器。
浩哥爱情故事,8.6,"['张浩', '程凡', '张涛']",http://pic7.iqiyipic.com/image/20220307/f8/2b/v_166335406_m_601_m2.webp,http://www.iqiyi.com/v_zbcdtyequk.html,喜剧;爱情,2022-3-11,84.45,讲述了张浩和春晓一路历经坎坷，最终彼此敞开心扉解除误会，并配合警方将梅老板等不法分子抓捕归案的故事。 爱情存在的前提是相互坦诚，前期张浩和春晓由于有着各自的苦衷而相互欺骗，隐瞒事实真相。在闹出了很多笑话的同时，也让作为幕后黑手的梅老板、大象等不法分子有了可乘之机。之后两人相互坦诚，解开彼此心结，春晓在得知张浩农民工的身份后并没有嫌弃，而是被张浩的真诚所打动，张浩在得知春晓被梅老板等人胁迫后，也毫不犹豫的选择对春晓伸出援手，最终配合警方将梅老板等人全部绳之以法。
疯狂的石头,8.5,"['徐峥', '郭涛', '刘桦', '黄渤', '连晋']",http://pic9.iqiyipic.com/image/20221202/bc/d7/v_62817361_m_601_m7.webp,http://www.iqiyi.com/v_19rrmy7yko.html,犯罪;喜剧,2006-1-1,105.58,这是一部前所未有的现代喜剧，故事由一块在厕所里发现的价值不菲的翡翠而起。 重庆某濒临倒闭的工艺品厂在推翻旧厂房时发现了一块价值连城的翡翠，为经济效益特此搞了一个展览，希望卖出天价以改善几个月发不出工资的局面。不料国际大盗麦克与本地以道哥为首的小偷三人帮都盯上了翡翠，通过各自不同的“专业技能”一步步向翡翠逼近。他们在相互拆台的同时，又要共同面对工艺品厂保卫科长包世宏这一最大的障碍。在经过一系列明争暗斗的较量及真假翡翠的交换之后，两拨贼被彻底的黑色幽默了一把。
埃及艳后,7.8,"['伊丽莎白·泰勒', '雷克斯·哈里森', '罗迪·麦克道尔']",http://pic2.iqiyipic.com/image/20210916/d9/46/v_50153384_m_601_m11.webp,http://www.iqiyi.com/v_19rrk14nkc.html,爱情,2023-1-16,233.52,52岁的凯撒（雷克斯•哈里森 Rex Harrison 饰）以罗马执行官的身份驾临埃及，为了解决王室姐弟争位的事端。皇姐克里奥佩特拉（伊丽莎白•泰勒 Elizabeth Taylor 饰）美艳绝伦，凭借自身的魅力和政治手腕，迅速让凯撒拜倒在她的石榴裙下，不但获得了对埃及的统治权，而且还以美貌征服了罗马。克氏与凯撒完婚后，为其产下一子，深得凯撒喜欢，被立为继承人。但此事引起了凯撒手下大将安东尼（理查德•伯顿 Richard Burton 饰）与屋大维（罗迪•麦克道尔 Roddy McDowall 饰）的不满。在凯撒遇刺驾崩之后，安东尼接掌了罗马的统治权，但他同样无法抵挡克氏的绝世美貌。当安东尼彻底沉溺于暴风雨般爱情的时候，身在罗马的屋大维已经吹响了夺权的号角……
汪汪队立大功之超能救援（普通话）,9.0,['Sam Solo Brown'],http://pic1.iqiyipic.com/image/20221230/df/82/v_155881862_m_601_m4.webp,http://www.iqiyi.com/v_26tz1mql1mo.html,动画,2020-11-13,89.12,神秘陨石坠落冒险湾，赋予了汪汪队强大的超能力！然而陨石的坠落竟是汉丁那市长的粗心实验引来的。汉丁那市长对自己的失败并不满意，于是和他的侄子设计困住了汪汪队的队长莱德，并偷走了陨石，企图控制整个城市。他们的野心却出现了差错，小狗们必须齐心协力，灵活运用新技能——毛毛的威力热力，小砾的超级力量，天天的乘风翼——超能全开，拯救世界！
生死狙击,9.2,"['马克·沃尔伯格', '丹尼·格洛弗', '迈克尔·佩纳', 'Dean McKenzie', '凯特·玛拉', '尼德·巴蒂', '麦克·道帕德', '莱恩·加里逊']",http://pic4.iqiyipic.com/image/20210916/d6/33/v_50112646_m_601_m12.webp,http://www.iqiyi.com/v_19rrk3pi9g.html,动作;惊悚;枪战,2007-3-23,125.8,美国退役优秀狙击手鲍勃正在阿肯色州享受退役后的休闲时光，不料，平地生波，他的前上司前来拜访他，希望他能接受一项新的任务，在总统街头演讲那天充当隐形狙击手暗中保护总统。虽然十万分不情愿，但禁不住上司的游说，鲍勃最终答应了。总统演讲那天，鲍勃正在仔细观察着四周情况时，突然会场遭到枪手袭击，总统身边的衣索比亚主教被杀。鲍勃被当成暗杀者遭遇警方追捕。心知成了替罪羔羊，鲍勃在身中两枪的情况下奋力逃走了。鲍勃此时唯一的出路就是找出幕后的真凶，为自己洗刷罪名。
狂兽,8.2,"['张晋', '余文乐', '文咏珊', '吴樾', '林家栋', '曾国祥', '仓田保昭']",http://pic6.iqiyipic.com/image/20221220/58/9a/v_114313116_m_601_m13.webp,http://www.iqiyi.com/v_19rrf3j77c.html,犯罪;动作,2017-11-10,99.27,重案督察西狗与搭档阿德到某渔村追捕涉嫌多桩凶案的歹徒江贵成，却意外发现大量被虐杀的帮派分子尸体和数额惊人的黑市黄金，一场各怀鬼胎的混战因西狗和阿德的闯入变成了整个江湖针对两个警察的困兽之斗，随着调查，西狗发现拥有超高犯罪才智的江贵成竟然嚣张到要借十号风球的天威，谋划跨国掠夺一批价值超过五亿的海底黑金，自己和阿德竟也成了他计划中的棋子，不仅得不到警方支援还被通缉，就在此时，阿德被帮派绑架为人质，贵成已经出海，西狗必须独闯狂风怒海，当狂性被绝境激发，当兽性被贪欲操控，真相和善恶哪个更重？唯有血战八方才能力挽狂澜！ 
整容日记,7.6,"['白百何', '郑中基', '张瑶', '郭京飞', '张大礼']",http://pic0.iqiyipic.com/image/20200905/44/af/v_107451397_m_601_m9.webp,http://www.iqiyi.com/v_19rrhifb4k.html,喜剧;爱情,2014-4-4,83.27,毕业在即的名牌大学生郭晶一夜之间沦为“双失青年”：因为容貌像“车祸现场”，被交往三年的男友直接从“女友”降级为“炮友”；因为长相缺乏“存在感”，屡次被应聘单位视做透明。痛定思痛，郭晶手握分手费去开了双眼皮，踏上了“整容不归路”。越来越升级的“美丽”，助她进入500百强，还尝到了爱情的甜头，她义无反顾向前冲，一路高歌猛进。直到有一天被小人“曝光”整容真相，美丽的奇迹瞬间幻灭成最大的笑话，郭晶只能落荒而逃。事业和爱情将面临怎样的考验？
法老与众神,8.2,"['克里斯蒂安·贝尔', '乔尔·埃哲顿', '亚伦·保尔', '西格妮·韦弗', '本·金斯利']",http://pic9.iqiyipic.com/image/20210916/66/0b/v_109044958_m_601_m10.webp,http://www.iqiyi.com/v_19rrnn09b8.html,动作,2014-12-12,150.19,摩西与法老拉美西斯二世原本情同手足，但摩西渐渐地意识到了自己的使命，那就是解救水深火热中备受奴役的犹太人民。拉美西斯拒绝了他的请求，并对犹太人展开了更残忍的屠杀。摩西的“神”降下“十灾”于埃及，以惩罚法老的恶行，分别是蝗灾、青蛙灾、虱子灾、苍蝇灾、血水灾、泡疮灾、冰雹灾以及黑暗之灾等。上帝降下“十灾”之后，埃及陷入黑暗与混乱，而遵行上帝之命的摩西与自诩为神的拉美西斯在也渐渐走向对立的局面，摩西率领四十万名希伯来人展开不朽旅程，逃离埃及与致命灾祸。
火锅之王,8.5,"['黄澄澄', '郭祥鹏']",http://pic2.iqiyipic.com/image/20230112/1c/43/v_170674624_m_601_m6.webp,http://www.iqiyi.com/v_24cqs66aozk.html,喜剧,2022-12-24,73.91,火锅一开火，快乐属于你和我。大多川渝人的身体里都流淌着火锅底料的血。但整日在街边游手好闲的街溜子巩火（黄澄澄 饰）却对自家火锅店秘方毫无兴趣。过着与父亲巩垚（节冰 饰）“斗智斗勇”，和前台水淼（付美 饰）“打情骂俏”的潇洒日子，却不小心陷入前师兄金山（郭祥鹏 饰）的圈套……
断桥,7.2,"['方晓莉', '于清斌', '张英红', '韩三明']",http://pic2.iqiyipic.com/image/20221027/e7/ac/v_151395362_m_601_m3.webp,http://www.iqiyi.com/v_z9c8j0ve7s.html,家庭,2014-1-1,89.95,讲述了一个从家乡做生意城市打工的女人在丈夫遭遇不幸后， 经历了朋友的背叛，亲人的质疑，然而坚强的她没有被这一切所打倒，在苦难中重新寻找到了属于自己的人生。 
靶心（普通话）,9.2,"['Taapsee Pannu', '布米·佩德卡尔']",http://pic0.iqiyipic.com/image/20220819/e9/cf/v_168904506_m_601_m1.webp,http://www.iqiyi.com/v_es753hd5ek.html,,2019-10-16,140.63,主人公在60岁时第一次拿起枪，与女儿一起成为职业射击运动员。他们一共获得了352枚奖牌，也因为他们的不懈努力，超过5万名女孩找到了新的发展机会。
泰坦尼克号 普通话版,9.5,"['莱昂纳多·迪卡普里奥', '凯特·温丝莱特']",http://pic4.iqiyipic.com/image/20220820/74/c0/v_153871228_m_601_m3.webp,http://www.iqiyi.com/v_1lu8c0ub5bc.html,青春;爱情;家庭,1997-12-19,194.6,"　　1912年4月10日，号称 “世界工业史上的奇迹”的豪华客轮泰坦尼克号开始了自己的处女航，从英国的南安普顿出发驶往美国纽约。富家少女罗丝（凯特•温丝莱特）与母亲及未婚夫卡尔坐上了头等舱；另一边，放荡不羁的少年画家杰克（莱昂纳多·迪卡普里奥）也在码头的一场赌博中赢得了下等舱的船票。
　　罗丝厌倦了上流社会虚伪的生活，不愿嫁给卡尔，打算投海自尽，被杰克救起。很快，美丽活泼的罗丝与英俊开朗的杰克相爱，杰克带罗丝参加下等舱的舞会、为她画像，二人的感情逐渐升温。
　　1912年4月14日，星期天晚上，一个风平浪静的夜晚。泰坦尼克号撞上了冰山，“永不沉没的”泰坦尼克号面临沉船的命运，罗丝和杰克刚萌芽的爱情也将经历生死的考验。"
摔跤吧！爸爸,9.6,"['阿米尔·汗', '法缇玛·萨那·纱卡', '桑亚·玛荷塔', '萨卡诗·泰瓦']",http://pic9.iqiyipic.com/image/20221202/60/8f/v_112643955_m_601_m12.webp,http://www.iqiyi.com/v_19rr7sz5b8.html,动作;喜剧;家庭,2017-5-5,139.94,马哈维亚曾经是一名前途无量的摔跤运动员，在放弃了职业生涯后，他最大的遗憾就是没有能够替国家赢得金牌。马哈维亚将这份希望寄托在了尚未出生的儿子身上，哪知道妻子接连给他生了两个女儿，取名吉塔和巴比塔。让马哈维亚没有想到的是，两个姑娘展现出了杰出的摔跤天赋，让他幡然醒悟，就算是女孩，也能够昂首挺胸的站在比赛场上，为了国家和她们自己赢得荣誉。就这样，在马哈维亚的指导下，吉塔和巴比塔开始了艰苦的训练，两人进步神速，很快就因为在比赛中连连获胜而成为了当地的名人。为了获得更多的机会，吉塔进入了国家体育学院学习，在那里，她将面对更大的诱惑和更多的选择。
雄狮少年,8.9,"['大雄', '郭皓']",http://pic2.iqiyipic.com/image/20220129/d0/e1/v_157985352_m_601_m6.webp,http://www.iqiyi.com/v_nf5skrtrx0.html,动画,2021-12-17,104.0,　本片讲述了留守少年阿娟和好友阿猫、阿狗在退役狮王咸鱼强的培训下参加舞狮比赛，经过重重磨砺，从病猫变成雄狮的成长故事。
少林搭棚大师,8.5,"['刘家辉', '惠英红', '王龙威', '权永文', '小侯', '杨菁菁', '陈思佳', '尤翠玲']",http://pic2.iqiyipic.com/image/20210916/15/1c/v_62816053_m_601_m11.webp,http://www.iqiyi.com/v_19rrmy5594.html,动作;喜剧,1980-8-24,97.19,一介贫民仁杰为惩罚平时靠鱼肉百姓过日子的恶霸高峰，假扮三德和尚对其展开攻势，不想被对方识破反遭一顿痛殴。其后，仁杰来到少林寺请求三德和尚传授功夫，但不被对方作正眼旁观。有感于仁杰的诚心，三德和尚最终允许他留在少林寺，但不教授功夫，只让他负责搭棚修葺的工作。仁杰在工作之余，不忘初来志愿，见缝插针恳求三德和尚收他为徒，终惹怒对方，在对方的示意下，仁杰明白搭棚亦是少林功夫的一种，从此刻苦学习。
色情男女,7.4,"['张国荣', '舒淇', '罗家英', '徐锦江', '莫文蔚', '秦沛', '刘青云']",http://pic1.iqiyipic.com/image/20200701/5d/b4/v_50033539_m_601_m8.webp,http://www.iqiyi.com/v_19rrjdtw3k.html,喜剧;爱情,1996-6-11,88.7,导演阿星因接连的票房失利而失业，生活的困顿虽令他觉得前路茫茫，却没失去抱负，一直在等时机。功夫不负，阿星获拍片机会，但却是三级片，该片监制也是其好友的阿虫耐心开导，阿星向现实低头。拍片过程中，阿星通过与男女主角华叔、梦娇以及摄影师等人的接触，晓得三级片也可以拍得很艺术，因而扭正拍片态度，又在女友阿May及母亲的支持下，立志拍出让人大吃一惊的好片。
亮剑之英雄虎胆,8.3,"['王挺', '张垒']",http://pic7.iqiyipic.com/image/20221207/96/ba/v_170229836_m_601_m6.webp,http://www.iqiyi.com/v_1g76omksqlk.html,动作;战争,2022-11-22,76.91,八路军独立团团长李云龙与晋绥军三五八团团长楚云飞大闹河源宪兵队队长平田一郎生日宴，城中有头有脸的日本军官及伪军头目皆数到场，一场紧张激烈的鸿门宴即将上演......
整蛊王,7.9,"['刘青云', '罗家英', '袁咏仪']",http://pic3.iqiyipic.com/image/20210922/5b/c2/v_50004386_m_601_m11.webp,http://www.iqiyi.com/v_19rrj5rw6c.html,动作;喜剧;爱情,1995-3-30,94.3,整蛊王高兴以整蛊为业，但从不恃强凌弱，花花公子史松想聘请高兴去对付抗议他的工人领袖，但高兴不愿助纣为虐，反而把史松整蛊了一把，史松一怒之下请出整蛊界的另一高手玩人大帝刘家拎来对付高兴，刘家拎很快就整蛊了高兴的两个助手刘血和毕止，高兴在躲避暗算时撞伤了盲女阿MOON，因而耽误了她的眼角膜手术，出于同情他将阿MOON接回家中照顾。
惊天动地,8.8,"['李幼斌', '侯勇', '岳红', '宋春丽', '童蕾']",http://pic6.iqiyipic.com/image/20210916/0b/24/v_50136349_m_601_m14.webp,http://www.iqiyi.com/v_19rrk2m114.html,基层干部;民生,2009-9-24,101.41,"《惊天动地》讲述了我军某摩步旅旅长唐新生于演习途中得知大地震发生，在通讯中断、没有得到上级指示的情况下，独自带领部队，赶往距离他们最近的映川县进行救援的故事。
"
