date,time,买①委差,买①委比,买②委差,买②委比,买③委差,买③委比,买④委差,买④委比,买⑤委差,买⑤委比,卖①委差,卖①委比,卖②委差,卖②委比,卖③委差,卖③委比,卖④委差,卖④委比,卖⑤委差,卖⑤委比
2022-06-15,11:30:00,1.0,12.96,1.0,12.94,23.0,12.93,6.0,12.92,28.0,12.91,32.0,12.97,66.0,12.98,138.0,12.99,266.0,13.0,100.0,13.03
2022-06-15,13:00:00,1.0,12.96,1.0,12.94,23.0,12.93,6.0,12.92,28.0,12.91,32.0,12.97,66.0,12.98,138.0,12.99,266.0,13.0,98.0,13.03
2022-06-15,13:00:03,8.0,12.94,23.0,12.93,6.0,12.92,28.0,12.91,45.0,12.9,25.0,12.96,30.0,12.97,66.0,12.98,158.0,12.99,241.0,13.0
2022-06-15,13:00:06,1.0,12.95,8.0,12.94,23.0,12.93,6.0,12.92,29.0,12.91,5.0,12.96,30.0,12.97,66.0,12.98,158.0,12.99,295.0,13.0
2022-06-15,13:00:09,8.0,12.94,23.0,12.93,6.0,12.92,30.0,12.91,75.0,12.9,5.0,12.95,62.0,12.98,158.0,12.99,265.0,13.0,118.0,13.03
2022-06-15,13:00:12,4.0,12.97,3.0,12.95,8.0,12.94,23.0,12.93,6.0,12.92,62.0,12.98,158.0,12.99,265.0,13.0,118.0,13.03,46.0,13.04
2022-06-15,13:00:15,8.0,12.94,23.0,12.93,6.0,12.92,30.0,12.91,75.0,12.9,8.0,12.95,62.0,12.98,158.0,12.99,265.0,13.0,118.0,13.03
2022-06-15,13:00:21,1.0,12.96,1.0,12.95,8.0,12.94,23.0,12.93,6.0,12.92,62.0,12.98,158.0,12.99,265.0,13.0,118.0,13.03,46.0,13.04
2022-06-15,13:00:24,9.0,12.95,8.0,12.94,23.0,12.93,6.0,12.92,30.0,12.91,58.0,12.98,158.0,12.99,265.0,13.0,118.0,13.03,46.0,13.04
2022-06-15,13:00:24,9.0,12.95,8.0,12.94,23.0,12.93,6.0,12.92,30.0,12.91,58.0,12.98,158.0,12.99,265.0,13.0,118.0,13.03,46.0,13.04
2022-06-15,13:00:27,9.0,12.95,8.0,12.94,23.0,12.93,6.0,12.92,30.0,12.91,10.0,12.97,53.0,12.98,158.0,12.99,265.0,13.0,118.0,13.03
2022-06-15,13:00:30,11.0,12.95,8.0,12.94,23.0,12.93,6.0,12.92,30.0,12.91,11.0,12.97,53.0,12.98,158.0,12.99,265.0,13.0,118.0,13.03
2022-06-15,13:00:36,11.0,12.95,8.0,12.94,23.0,12.93,6.0,12.92,30.0,12.91,9.0,12.97,53.0,12.98,158.0,12.99,265.0,13.0,118.0,13.03
2022-06-15,13:00:39,11.0,12.95,8.0,12.94,23.0,12.93,6.0,12.92,30.0,12.91,53.0,12.98,158.0,12.99,265.0,13.0,118.0,13.03,46.0,13.04
2022-06-15,13:00:42,11.0,12.95,8.0,12.94,23.0,12.93,6.0,12.92,30.0,12.91,46.0,12.98,158.0,12.99,265.0,13.0,118.0,13.03,46.0,13.04
2022-06-15,13:00:45,11.0,12.95,8.0,12.94,23.0,12.93,6.0,12.92,30.0,12.91,47.0,12.98,158.0,12.99,265.0,13.0,118.0,13.03,46.0,13.04
2022-06-15,13:00:48,42.0,12.96,11.0,12.95,8.0,12.94,23.0,12.93,6.0,12.92,47.0,12.98,158.0,12.99,265.0,13.0,118.0,13.03,46.0,13.04
2022-06-15,13:00:51,41.0,12.96,11.0,12.95,8.0,12.94,23.0,12.93,6.0,12.92,47.0,12.98,158.0,12.99,265.0,13.0,118.0,13.03,46.0,13.04
2022-06-15,13:00:51,41.0,12.96,11.0,12.95,8.0,12.94,23.0,12.93,6.0,12.92,47.0,12.98,158.0,12.99,265.0,13.0,118.0,13.03,46.0,13.04
2022-06-15,13:01:00,41.0,12.96,11.0,12.95,8.0,12.94,23.0,12.93,6.0,12.92,55.0,12.98,158.0,12.99,265.0,13.0,118.0,13.03,46.0,13.04
2022-06-15,13:01:06,41.0,12.96,11.0,12.95,8.0,12.94,23.0,12.93,6.0,12.92,36.0,12.98,158.0,12.99,265.0,13.0,118.0,13.03,46.0,13.04
2022-06-15,13:01:06,41.0,12.96,11.0,12.95,8.0,12.94,23.0,12.93,6.0,12.92,36.0,12.98,158.0,12.99,265.0,13.0,118.0,13.03,46.0,13.04
2022-06-15,13:01:12,41.0,12.96,11.0,12.95,8.0,12.94,23.0,12.93,6.0,12.92,34.0,12.98,158.0,12.99,265.0,13.0,118.0,13.03,46.0,13.04
2022-06-15,13:01:12,41.0,12.96,11.0,12.95,8.0,12.94,23.0,12.93,6.0,12.92,34.0,12.98,158.0,12.99,265.0,13.0,118.0,13.03,46.0,13.04
2022-06-15,13:01:18,41.0,12.96,3.0,12.95,8.0,12.94,6.0,12.93,6.0,12.92,34.0,12.98,158.0,12.99,265.0,13.0,118.0,13.03,46.0,13.04
2022-06-15,13:01:18,41.0,12.96,3.0,12.95,8.0,12.94,6.0,12.93,6.0,12.92,34.0,12.98,158.0,12.99,265.0,13.0,118.0,13.03,46.0,13.04
2022-06-15,13:01:24,41.0,12.96,3.0,12.95,8.0,12.94,6.0,12.93,6.0,12.92,17.0,12.98,158.0,12.99,265.0,13.0,118.0,13.03,46.0,13.04
2022-06-15,13:01:27,42.0,12.96,3.0,12.95,8.0,12.94,6.0,12.93,6.0,12.92,34.0,12.98,158.0,12.99,265.0,13.0,118.0,13.03,46.0,13.04
2022-06-15,13:01:27,42.0,12.96,3.0,12.95,8.0,12.94,6.0,12.93,6.0,12.92,34.0,12.98,158.0,12.99,265.0,13.0,118.0,13.03,46.0,13.04
2022-06-15,13:01:33,42.0,12.96,3.0,12.95,8.0,12.94,6.0,12.93,6.0,12.92,17.0,12.98,158.0,12.99,265.0,13.0,118.0,13.03,46.0,13.04
2022-06-15,13:01:33,42.0,12.96,3.0,12.95,8.0,12.94,6.0,12.93,6.0,12.92,17.0,12.98,158.0,12.99,265.0,13.0,118.0,13.03,46.0,13.04
2022-06-15,13:01:39,31.0,12.96,3.0,12.95,8.0,12.94,6.0,12.93,6.0,12.92,19.0,12.98,158.0,12.99,265.0,13.0,118.0,13.03,46.0,13.04
2022-06-15,13:01:42,47.0,12.96,3.0,12.95,8.0,12.94,6.0,12.93,6.0,12.92,22.0,12.98,158.0,12.99,265.0,13.0,118.0,13.03,46.0,13.04
2022-06-15,13:01:45,47.0,12.96,3.0,12.95,8.0,12.94,6.0,12.93,6.0,12.92,3.0,12.97,22.0,12.98,158.0,12.99,265.0,13.0,118.0,13.03
2022-06-15,13:01:45,47.0,12.96,3.0,12.95,8.0,12.94,6.0,12.93,6.0,12.92,3.0,12.97,22.0,12.98,158.0,12.99,265.0,13.0,118.0,13.03
2022-06-15,13:01:51,47.0,12.96,3.0,12.95,8.0,12.94,6.0,12.93,6.0,12.92,5.0,12.97,22.0,12.98,158.0,12.99,258.0,13.0,118.0,13.03
2022-06-15,13:01:54,47.0,12.96,3.0,12.95,8.0,12.94,6.0,12.93,6.0,12.92,1.0,12.97,22.0,12.98,158.0,12.99,258.0,13.0,118.0,13.03
2022-06-15,13:01:57,48.0,12.96,3.0,12.95,8.0,12.94,6.0,12.93,6.0,12.92,1.0,12.97,22.0,12.98,158.0,12.99,258.0,13.0,118.0,13.03
2022-06-15,13:02:00,47.0,12.96,3.0,12.95,8.0,12.94,6.0,12.93,6.0,12.92,1.0,12.97,22.0,12.98,158.0,12.99,258.0,13.0,118.0,13.03
2022-06-15,13:02:03,47.0,12.96,3.0,12.95,8.0,12.94,6.0,12.93,6.0,12.92,1.0,12.97,22.0,12.98,158.0,12.99,258.0,13.0,118.0,13.03
2022-06-15,13:02:06,47.0,12.96,3.0,12.95,8.0,12.94,6.0,12.93,6.0,12.92,1.0,12.97,24.0,12.98,158.0,12.99,258.0,13.0,118.0,13.03
2022-06-15,13:02:09,49.0,12.96,3.0,12.95,8.0,12.94,6.0,12.93,6.0,12.92,24.0,12.98,158.0,12.99,258.0,13.0,118.0,13.03,46.0,13.04
2022-06-15,13:02:12,49.0,12.96,3.0,12.95,8.0,12.94,6.0,12.93,6.0,12.92,22.0,12.98,158.0,12.99,258.0,13.0,118.0,13.03,46.0,13.04
2022-06-15,13:02:15,52.0,12.96,3.0,12.95,8.0,12.94,6.0,12.93,6.0,12.92,22.0,12.98,158.0,12.99,258.0,13.0,118.0,13.03,46.0,13.04
2022-06-15,13:02:15,52.0,12.96,3.0,12.95,8.0,12.94,6.0,12.93,6.0,12.92,22.0,12.98,158.0,12.99,258.0,13.0,118.0,13.03,46.0,13.04
2022-06-15,13:02:21,56.0,12.96,3.0,12.95,8.0,12.94,6.0,12.93,6.0,12.92,22.0,12.98,158.0,12.99,258.0,13.0,118.0,13.03,46.0,13.04
2022-06-15,13:02:24,14.0,12.97,58.0,12.96,3.0,12.95,8.0,12.94,6.0,12.93,19.0,12.98,158.0,12.99,258.0,13.0,118.0,13.03,46.0,13.04
2022-06-15,13:02:27,48.0,12.97,51.0,12.96,3.0,12.95,8.0,12.94,6.0,12.93,6.0,12.98,158.0,12.99,258.0,13.0,118.0,13.03,46.0,13.04
2022-06-15,13:02:30,48.0,12.97,49.0,12.96,3.0,12.95,8.0,12.94,6.0,12.93,158.0,12.99,258.0,13.0,118.0,13.03,46.0,13.04,143.0,13.05
2022-06-15,13:02:36,8.0,12.98,30.0,12.97,49.0,12.96,3.0,12.95,8.0,12.94,136.0,12.99,258.0,13.0,118.0,13.03,46.0,13.04,143.0,13.05
2022-06-15,13:02:36,8.0,12.98,30.0,12.97,49.0,12.96,3.0,12.95,8.0,12.94,136.0,12.99,258.0,13.0,118.0,13.03,46.0,13.04,143.0,13.05
2022-06-15,13:02:36,8.0,12.98,30.0,12.97,49.0,12.96,3.0,12.95,8.0,12.94,136.0,12.99,258.0,13.0,118.0,13.03,46.0,13.04,143.0,13.05
2022-06-15,13:02:42,10.0,12.98,30.0,12.97,49.0,12.96,3.0,12.95,8.0,12.94,136.0,12.99,258.0,13.0,118.0,13.03,46.0,13.04,143.0,13.05
2022-06-15,13:02:48,69.0,12.98,26.0,12.97,49.0,12.96,3.0,12.95,8.0,12.94,146.0,12.99,198.0,13.0,118.0,13.03,46.0,13.04,143.0,13.05
2022-06-15,13:02:51,69.0,12.98,26.0,12.97,49.0,12.96,3.0,12.95,8.0,12.94,144.0,12.99,198.0,13.0,118.0,13.03,46.0,13.04,143.0,13.05
2022-06-15,13:02:51,69.0,12.98,26.0,12.97,49.0,12.96,3.0,12.95,8.0,12.94,144.0,12.99,198.0,13.0,118.0,13.03,46.0,13.04,143.0,13.05
2022-06-15,13:02:51,69.0,12.98,26.0,12.97,49.0,12.96,3.0,12.95,8.0,12.94,144.0,12.99,198.0,13.0,118.0,13.03,46.0,13.04,143.0,13.05
2022-06-15,13:02:51,69.0,12.98,26.0,12.97,49.0,12.96,3.0,12.95,8.0,12.94,144.0,12.99,198.0,13.0,118.0,13.03,46.0,13.04,143.0,13.05
2022-06-15,13:03:03,15.0,12.98,26.0,12.97,49.0,12.96,3.0,12.95,8.0,12.94,132.0,12.99,198.0,13.0,118.0,13.03,46.0,13.04,143.0,13.05
2022-06-15,13:03:06,14.0,12.98,26.0,12.97,49.0,12.96,3.0,12.95,8.0,12.94,132.0,12.99,198.0,13.0,128.0,13.03,46.0,13.04,143.0,13.05
2022-06-15,13:03:09,14.0,12.98,26.0,12.97,49.0,12.96,3.0,12.95,8.0,12.94,133.0,12.99,198.0,13.0,128.0,13.03,46.0,13.04,143.0,13.05
2022-06-15,13:03:12,14.0,12.98,26.0,12.97,49.0,12.96,3.0,12.95,8.0,12.94,134.0,12.99,198.0,13.0,128.0,13.03,46.0,13.04,143.0,13.05
2022-06-15,13:03:15,11.0,12.98,26.0,12.97,49.0,12.96,3.0,12.95,8.0,12.94,135.0,12.99,198.0,13.0,128.0,13.03,46.0,13.04,143.0,13.05
2022-06-15,13:03:18,9.0,12.98,26.0,12.97,49.0,12.96,3.0,12.95,8.0,12.94,135.0,12.99,198.0,13.0,128.0,13.03,46.0,13.04,143.0,13.05
2022-06-15,13:03:21,26.0,12.97,49.0,12.96,3.0,12.95,8.0,12.94,6.0,12.93,175.0,12.99,198.0,13.0,128.0,13.03,46.0,13.04,143.0,13.05
2022-06-15,13:03:24,30.0,12.97,49.0,12.96,3.0,12.95,8.0,12.94,6.0,12.93,154.0,12.99,198.0,13.0,128.0,13.03,46.0,13.04,144.0,13.05
2022-06-15,13:03:24,30.0,12.97,49.0,12.96,3.0,12.95,8.0,12.94,6.0,12.93,154.0,12.99,198.0,13.0,128.0,13.03,46.0,13.04,144.0,13.05
2022-06-15,13:03:30,1.0,12.98,31.0,12.97,49.0,12.96,3.0,12.95,8.0,12.94,154.0,12.99,198.0,13.0,128.0,13.03,46.0,13.04,144.0,13.05
2022-06-15,13:03:33,4.0,12.98,27.0,12.97,49.0,12.96,3.0,12.95,8.0,12.94,136.0,12.99,198.0,13.0,128.0,13.03,46.0,13.04,144.0,13.05
2022-06-15,13:03:36,61.0,12.98,26.0,12.97,49.0,12.96,3.0,12.95,8.0,12.94,130.0,12.99,198.0,13.0,128.0,13.03,46.0,13.04,144.0,13.05
2022-06-15,13:03:39,61.0,12.98,26.0,12.97,49.0,12.96,3.0,12.95,8.0,12.94,114.0,12.99,198.0,13.0,128.0,13.03,46.0,13.04,144.0,13.05
2022-06-15,13:03:42,4.0,12.98,26.0,12.97,49.0,12.96,3.0,12.95,8.0,12.94,89.0,12.99,198.0,13.0,128.0,13.03,46.0,13.04,144.0,13.05
2022-06-15,13:03:45,4.0,12.98,26.0,12.97,49.0,12.96,3.0,12.95,8.0,12.94,83.0,12.99,198.0,13.0,128.0,13.03,46.0,13.04,144.0,13.05
2022-06-15,13:03:48,4.0,12.98,26.0,12.97,21.0,12.96,3.0,12.95,8.0,12.94,18.0,12.99,198.0,13.0,128.0,13.03,46.0,13.04,144.0,13.05
2022-06-15,13:03:51,2.0,12.98,26.0,12.97,21.0,12.96,3.0,12.95,8.0,12.94,18.0,12.99,198.0,13.0,128.0,13.03,46.0,13.04,144.0,13.05
2022-06-15,13:03:54,2.0,12.98,26.0,12.97,21.0,12.96,3.0,12.95,8.0,12.94,22.0,12.99,198.0,13.0,128.0,13.03,46.0,13.04,144.0,13.05
2022-06-15,13:03:57,55.0,12.98,26.0,12.97,21.0,12.96,3.0,12.95,8.0,12.94,22.0,12.99,198.0,13.0,128.0,13.03,46.0,13.04,144.0,13.05
2022-06-15,13:04:00,55.0,12.98,26.0,12.97,21.0,12.96,3.0,12.95,8.0,12.94,24.0,12.99,198.0,13.0,50.0,13.02,128.0,13.03,58.0,13.04
2022-06-15,13:04:04,55.0,12.98,26.0,12.97,21.0,12.96,3.0,12.95,8.0,12.94,24.0,12.99,198.0,13.0,50.0,13.02,158.0,13.03,58.0,13.04
2022-06-15,13:04:06,61.0,12.98,26.0,12.97,21.0,12.96,3.0,12.95,8.0,12.94,24.0,12.99,198.0,13.0,50.0,13.02,158.0,13.03,58.0,13.04
2022-06-15,13:04:09,61.0,12.98,26.0,12.97,21.0,12.96,3.0,12.95,8.0,12.94,55.0,12.99,198.0,13.0,50.0,13.02,158.0,13.03,58.0,13.04
2022-06-15,13:04:09,61.0,12.98,26.0,12.97,21.0,12.96,3.0,12.95,8.0,12.94,55.0,12.99,198.0,13.0,50.0,13.02,158.0,13.03,58.0,13.04
2022-06-15,13:04:15,60.0,12.98,26.0,12.97,21.0,12.96,3.0,12.95,8.0,12.94,55.0,12.99,195.0,13.0,50.0,13.02,158.0,13.03,58.0,13.04
2022-06-15,13:04:18,56.0,12.98,26.0,12.97,21.0,12.96,3.0,12.95,8.0,12.94,55.0,12.99,195.0,13.0,50.0,13.02,158.0,13.03,58.0,13.04
2022-06-15,13:04:24,49.0,12.98,26.0,12.97,21.0,12.96,3.0,12.95,8.0,12.94,55.0,12.99,195.0,13.0,50.0,13.02,158.0,13.03,58.0,13.04
2022-06-15,13:04:27,43.0,12.98,26.0,12.97,21.0,12.96,3.0,12.95,8.0,12.94,54.0,12.99,195.0,13.0,50.0,13.02,158.0,13.03,58.0,13.04
2022-06-15,13:04:27,43.0,12.98,26.0,12.97,21.0,12.96,3.0,12.95,8.0,12.94,54.0,12.99,195.0,13.0,50.0,13.02,158.0,13.03,58.0,13.04
2022-06-15,13:04:34,43.0,12.98,26.0,12.97,21.0,12.96,3.0,12.95,8.0,12.94,54.0,12.99,195.0,13.0,50.0,13.02,158.0,13.03,58.0,13.04
2022-06-15,13:04:34,43.0,12.98,26.0,12.97,21.0,12.96,3.0,12.95,8.0,12.94,54.0,12.99,195.0,13.0,50.0,13.02,158.0,13.03,58.0,13.04
2022-06-15,13:04:34,43.0,12.98,26.0,12.97,21.0,12.96,3.0,12.95,8.0,12.94,54.0,12.99,195.0,13.0,50.0,13.02,158.0,13.03,58.0,13.04
2022-06-15,13:04:34,43.0,12.98,26.0,12.97,21.0,12.96,3.0,12.95,8.0,12.94,54.0,12.99,195.0,13.0,50.0,13.02,158.0,13.03,58.0,13.04
2022-06-15,13:04:34,43.0,12.98,26.0,12.97,21.0,12.96,3.0,12.95,8.0,12.94,54.0,12.99,195.0,13.0,50.0,13.02,158.0,13.03,58.0,13.04
2022-06-15,13:04:48,49.0,12.98,26.0,12.97,21.0,12.96,3.0,12.95,8.0,12.94,54.0,12.99,195.0,13.0,50.0,13.02,158.0,13.03,58.0,13.04
2022-06-15,13:04:48,49.0,12.98,26.0,12.97,21.0,12.96,3.0,12.95,8.0,12.94,54.0,12.99,195.0,13.0,50.0,13.02,158.0,13.03,58.0,13.04
2022-06-15,13:04:54,55.0,12.98,26.0,12.97,21.0,12.96,3.0,12.95,8.0,12.94,39.0,12.99,195.0,13.0,50.0,13.02,158.0,13.03,58.0,13.04
2022-06-15,13:04:57,55.0,12.98,26.0,12.97,21.0,12.96,3.0,12.95,8.0,12.94,39.0,12.99,145.0,13.0,50.0,13.02,158.0,13.03,58.0,13.04
2022-06-15,13:04:57,55.0,12.98,26.0,12.97,21.0,12.96,3.0,12.95,8.0,12.94,39.0,12.99,145.0,13.0,50.0,13.02,158.0,13.03,58.0,13.04
2022-06-15,13:05:06,55.0,12.98,26.0,12.97,21.0,12.96,3.0,12.95,8.0,12.94,47.0,12.99,145.0,13.0,50.0,13.02,158.0,13.03,58.0,13.04
2022-06-15,13:05:09,3.0,12.98,26.0,12.97,21.0,12.96,3.0,12.95,8.0,12.94,49.0,12.99,145.0,13.0,50.0,13.02,158.0,13.03,58.0,13.04
2022-06-15,13:05:12,26.0,12.97,21.0,12.96,3.0,12.95,8.0,12.94,6.0,12.93,17.0,12.98,51.0,12.99,145.0,13.0,50.0,13.02,158.0,13.03
2022-06-15,13:05:15,13.0,12.97,21.0,12.96,3.0,12.95,8.0,12.94,6.0,12.93,20.0,12.98,50.0,12.99,145.0,13.0,50.0,13.02,158.0,13.03
2022-06-15,13:05:18,13.0,12.97,21.0,12.96,3.0,12.95,8.0,12.94,6.0,12.93,20.0,12.98,49.0,12.99,145.0,13.0,50.0,13.02,158.0,13.03
2022-06-15,13:05:21,12.0,12.97,21.0,12.96,3.0,12.95,8.0,12.94,6.0,12.93,19.0,12.98,49.0,12.99,145.0,13.0,50.0,13.02,158.0,13.03
2022-06-15,13:05:24,12.0,12.97,21.0,12.96,3.0,12.95,8.0,12.94,6.0,12.93,22.0,12.98,47.0,12.99,145.0,13.0,50.0,13.02,158.0,13.03
2022-06-15,13:05:27,11.0,12.97,21.0,12.96,3.0,12.95,8.0,12.94,6.0,12.93,23.0,12.98,47.0,12.99,145.0,13.0,50.0,13.02,158.0,13.03
2022-06-15,13:05:30,11.0,12.97,21.0,12.96,3.0,12.95,8.0,12.94,6.0,12.93,25.0,12.98,46.0,12.99,145.0,13.0,50.0,13.02,158.0,13.03
2022-06-15,13:05:33,11.0,12.97,21.0,12.96,3.0,12.95,8.0,12.94,6.0,12.93,26.0,12.98,45.0,12.99,145.0,13.0,50.0,13.02,158.0,13.03
2022-06-15,13:05:36,11.0,12.97,21.0,12.96,3.0,12.95,8.0,12.94,6.0,12.93,26.0,12.98,45.0,12.99,145.0,13.0,50.0,13.02,159.0,13.03
2022-06-15,13:05:39,10.0,12.97,21.0,12.96,3.0,12.95,8.0,12.94,6.0,12.93,31.0,12.98,45.0,12.99,145.0,13.0,50.0,13.02,163.0,13.03
2022-06-15,13:05:42,10.0,12.97,21.0,12.96,3.0,12.95,8.0,12.94,6.0,12.93,29.0,12.98,45.0,12.99,145.0,13.0,50.0,13.02,163.0,13.03
2022-06-15,13:05:42,10.0,12.97,21.0,12.96,3.0,12.95,8.0,12.94,6.0,12.93,29.0,12.98,45.0,12.99,145.0,13.0,50.0,13.02,163.0,13.03
2022-06-15,13:05:42,10.0,12.97,21.0,12.96,3.0,12.95,8.0,12.94,6.0,12.93,29.0,12.98,45.0,12.99,145.0,13.0,50.0,13.02,163.0,13.03
2022-06-15,13:05:51,5.0,12.97,21.0,12.96,3.0,12.95,8.0,12.94,6.0,12.93,109.0,12.98,88.0,12.99,145.0,13.0,50.0,13.02,163.0,13.03
2022-06-15,13:05:54,21.0,12.96,3.0,12.95,8.0,12.94,6.0,12.93,6.0,12.92,109.0,12.98,88.0,12.99,145.0,13.0,50.0,13.02,163.0,13.03
2022-06-15,13:05:57,21.0,12.96,3.0,12.95,8.0,12.94,6.0,12.93,6.0,12.92,109.0,12.98,88.0,12.99,145.0,13.0,50.0,13.02,133.0,13.03
2022-06-15,13:06:00,21.0,12.96,3.0,12.95,8.0,12.94,6.0,12.93,6.0,12.92,109.0,12.98,81.0,12.99,145.0,13.0,50.0,13.02,131.0,13.03
2022-06-15,13:06:04,21.0,12.96,3.0,12.95,8.0,12.94,6.0,12.93,6.0,12.92,7.0,12.97,113.0,12.98,81.0,12.99,145.0,13.0,50.0,13.02
2022-06-15,13:06:15,62.0,12.97,28.0,12.96,3.0,12.95,8.0,12.94,6.0,12.93,53.0,12.98,111.0,12.99,145.0,13.0,50.0,13.02,131.0,13.03
2022-06-15,13:06:15,62.0,12.97,28.0,12.96,3.0,12.95,8.0,12.94,6.0,12.93,53.0,12.98,111.0,12.99,145.0,13.0,50.0,13.02,131.0,13.03
2022-06-15,13:06:18,44.0,12.97,28.0,12.96,3.0,12.95,8.0,12.94,6.0,12.93,3.0,12.98,111.0,12.99,145.0,13.0,50.0,13.02,131.0,13.03
2022-06-15,13:06:21,45.0,12.97,28.0,12.96,3.0,12.95,8.0,12.94,6.0,12.93,111.0,12.99,145.0,13.0,50.0,13.02,131.0,13.03,58.0,13.04
2022-06-15,13:06:27,46.0,12.97,28.0,12.96,3.0,12.95,8.0,12.94,6.0,12.93,111.0,12.99,145.0,13.0,50.0,13.02,131.0,13.03,58.0,13.04
2022-06-15,13:06:27,46.0,12.97,28.0,12.96,3.0,12.95,8.0,12.94,6.0,12.93,111.0,12.99,145.0,13.0,50.0,13.02,131.0,13.03,58.0,13.04
2022-06-15,13:06:27,46.0,12.97,28.0,12.96,3.0,12.95,8.0,12.94,6.0,12.93,111.0,12.99,145.0,13.0,50.0,13.02,131.0,13.03,58.0,13.04
2022-06-15,13:06:36,52.0,12.97,28.0,12.96,3.0,12.95,8.0,12.94,6.0,12.93,113.0,12.99,145.0,13.0,50.0,13.02,131.0,13.03,58.0,13.04
2022-06-15,13:06:39,52.0,12.97,28.0,12.96,3.0,12.95,8.0,12.94,6.0,12.93,112.0,12.99,145.0,13.0,50.0,13.02,131.0,13.03,58.0,13.04
2022-06-15,13:06:39,52.0,12.97,28.0,12.96,3.0,12.95,8.0,12.94,6.0,12.93,112.0,12.99,145.0,13.0,50.0,13.02,131.0,13.03,58.0,13.04
2022-06-15,13:06:39,52.0,12.97,28.0,12.96,3.0,12.95,8.0,12.94,6.0,12.93,112.0,12.99,145.0,13.0,50.0,13.02,131.0,13.03,58.0,13.04
2022-06-15,13:06:48,52.0,12.97,28.0,12.96,3.0,12.95,8.0,12.94,6.0,12.93,3.0,12.98,112.0,12.99,145.0,13.0,50.0,13.02,131.0,13.03
2022-06-15,13:06:48,52.0,12.97,28.0,12.96,3.0,12.95,8.0,12.94,6.0,12.93,3.0,12.98,112.0,12.99,145.0,13.0,50.0,13.02,131.0,13.03
2022-06-15,13:06:54,52.0,12.97,28.0,12.96,3.0,12.95,8.0,12.94,6.0,12.93,110.0,12.99,145.0,13.0,50.0,13.02,131.0,13.03,58.0,13.04
2022-06-15,13:06:54,52.0,12.97,28.0,12.96,3.0,12.95,8.0,12.94,6.0,12.93,110.0,12.99,145.0,13.0,50.0,13.02,131.0,13.03,58.0,13.04
2022-06-15,13:06:54,52.0,12.97,28.0,12.96,3.0,12.95,8.0,12.94,6.0,12.93,110.0,12.99,145.0,13.0,50.0,13.02,131.0,13.03,58.0,13.04
2022-06-15,13:06:54,52.0,12.97,28.0,12.96,3.0,12.95,8.0,12.94,6.0,12.93,110.0,12.99,145.0,13.0,50.0,13.02,131.0,13.03,58.0,13.04
2022-06-15,13:07:06,52.0,12.97,21.0,12.96,3.0,12.95,8.0,12.94,6.0,12.93,112.0,12.99,145.0,13.0,50.0,13.02,131.0,13.03,58.0,13.04
2022-06-15,13:07:06,52.0,12.97,21.0,12.96,3.0,12.95,8.0,12.94,6.0,12.93,112.0,12.99,145.0,13.0,50.0,13.02,131.0,13.03,58.0,13.04
2022-06-15,13:07:12,53.0,12.97,21.0,12.96,3.0,12.95,8.0,12.94,6.0,12.93,112.0,12.99,145.0,13.0,50.0,13.02,131.0,13.03,58.0,13.04
2022-06-15,13:07:12,53.0,12.97,21.0,12.96,3.0,12.95,8.0,12.94,6.0,12.93,112.0,12.99,145.0,13.0,50.0,13.02,131.0,13.03,58.0,13.04
2022-06-15,13:07:18,66.0,12.97,21.0,12.96,3.0,12.95,8.0,12.94,6.0,12.93,112.0,12.99,147.0,13.0,50.0,13.02,131.0,13.03,58.0,13.04
2022-06-15,13:07:21,78.0,12.97,21.0,12.96,3.0,12.95,8.0,12.94,6.0,12.93,112.0,12.99,147.0,13.0,50.0,13.02,125.0,13.03,58.0,13.04
2022-06-15,13:07:21,78.0,12.97,21.0,12.96,3.0,12.95,8.0,12.94,6.0,12.93,112.0,12.99,147.0,13.0,50.0,13.02,125.0,13.03,58.0,13.04
2022-06-15,13:07:27,95.0,12.97,21.0,12.96,3.0,12.95,8.0,12.94,6.0,12.93,107.0,12.99,147.0,13.0,50.0,13.02,125.0,13.03,58.0,13.04
2022-06-15,13:07:30,8.0,12.98,63.0,12.97,21.0,12.96,3.0,12.95,8.0,12.94,157.0,12.99,147.0,13.0,50.0,13.02,125.0,13.03,58.0,13.04
2022-06-15,13:07:34,8.0,12.98,61.0,12.97,21.0,12.96,3.0,12.95,8.0,12.94,158.0,12.99,147.0,13.0,50.0,13.02,125.0,13.03,58.0,13.04
2022-06-15,13:07:36,15.0,12.98,55.0,12.97,21.0,12.96,3.0,12.95,8.0,12.94,161.0,12.99,147.0,13.0,50.0,13.02,125.0,13.03,58.0,13.04
2022-06-15,13:07:39,20.0,12.98,55.0,12.97,21.0,12.96,3.0,12.95,8.0,12.94,160.0,12.99,147.0,13.0,50.0,13.02,125.0,13.03,58.0,13.04
2022-06-15,13:07:42,20.0,12.98,55.0,12.97,21.0,12.96,3.0,12.95,8.0,12.94,144.0,12.99,147.0,13.0,50.0,13.02,125.0,13.03,58.0,13.04
2022-06-15,13:07:45,20.0,12.98,55.0,12.97,21.0,12.96,3.0,12.95,8.0,12.94,144.0,12.99,147.0,13.0,50.0,13.02,125.0,13.03,58.0,13.04
2022-06-15,13:07:45,20.0,12.98,55.0,12.97,21.0,12.96,3.0,12.95,8.0,12.94,144.0,12.99,147.0,13.0,50.0,13.02,125.0,13.03,58.0,13.04
