date,time,买①委差,买①委比,买②委差,买②委比,买③委差,买③委比,买④委差,买④委比,买⑤委差,买⑤委比,卖①委差,卖①委比,卖②委差,卖②委比,卖③委差,卖③委比,卖④委差,卖④委比,卖⑤委差,卖⑤委比
2022-06-15,14:14:10,85.0,12.91,77.0,12.9,126.0,12.89,84.0,12.88,58.0,12.87,1.0,12.93,68.0,12.94,61.0,12.95,75.0,12.99,24.0,13.0
2022-06-15,14:14:12,3.0,12.92,85.0,12.91,77.0,12.9,126.0,12.89,84.0,12.88,68.0,12.94,61.0,12.95,75.0,12.99,24.0,13.0,14.0,13.01
2022-06-15,14:14:15,2.0,12.92,85.0,12.91,77.0,12.9,126.0,12.89,84.0,12.88,68.0,12.94,62.0,12.95,75.0,12.99,24.0,13.0,14.0,13.01
2022-06-15,14:14:18,1.0,12.92,85.0,12.91,77.0,12.9,126.0,12.89,84.0,12.88,68.0,12.94,62.0,12.95,75.0,12.99,24.0,13.0,14.0,13.01
2022-06-15,14:14:21,1.0,12.92,85.0,12.91,77.0,12.9,126.0,12.89,84.0,12.88,3.0,12.93,68.0,12.94,62.0,12.95,75.0,12.99,24.0,13.0
2022-06-15,14:14:24,1.0,12.92,85.0,12.91,77.0,12.9,126.0,12.89,84.0,12.88,7.0,12.93,68.0,12.94,62.0,12.95,75.0,12.99,24.0,13.0
2022-06-15,14:14:27,2.0,12.92,85.0,12.91,77.0,12.9,126.0,12.89,84.0,12.88,8.0,12.93,68.0,12.94,62.0,12.95,75.0,12.99,24.0,13.0
2022-06-15,14:14:30,2.0,12.92,85.0,12.91,81.0,12.9,126.0,12.89,84.0,12.88,11.0,12.93,68.0,12.94,62.0,12.95,75.0,12.99,24.0,13.0
2022-06-15,14:14:30,2.0,12.92,85.0,12.91,81.0,12.9,126.0,12.89,84.0,12.88,11.0,12.93,68.0,12.94,62.0,12.95,75.0,12.99,24.0,13.0
2022-06-15,14:14:30,2.0,12.92,85.0,12.91,81.0,12.9,126.0,12.89,84.0,12.88,11.0,12.93,68.0,12.94,62.0,12.95,75.0,12.99,24.0,13.0
2022-06-15,14:14:40,2.0,12.92,85.0,12.91,81.0,12.9,126.0,12.89,84.0,12.88,11.0,12.93,68.0,12.94,62.0,12.95,75.0,12.99,24.0,13.0
2022-06-15,14:14:40,2.0,12.92,85.0,12.91,81.0,12.9,126.0,12.89,84.0,12.88,11.0,12.93,68.0,12.94,62.0,12.95,75.0,12.99,24.0,13.0
2022-06-15,14:14:40,2.0,12.92,85.0,12.91,81.0,12.9,126.0,12.89,84.0,12.88,11.0,12.93,68.0,12.94,62.0,12.95,75.0,12.99,24.0,13.0
2022-06-15,14:14:40,2.0,12.92,85.0,12.91,81.0,12.9,126.0,12.89,84.0,12.88,11.0,12.93,68.0,12.94,62.0,12.95,75.0,12.99,24.0,13.0
2022-06-15,14:14:40,2.0,12.92,85.0,12.91,81.0,12.9,126.0,12.89,84.0,12.88,11.0,12.93,68.0,12.94,62.0,12.95,75.0,12.99,24.0,13.0
2022-06-15,14:14:40,2.0,12.92,85.0,12.91,81.0,12.9,126.0,12.89,84.0,12.88,11.0,12.93,68.0,12.94,62.0,12.95,75.0,12.99,24.0,13.0
2022-06-15,14:14:57,2.0,12.92,85.0,12.91,73.0,12.9,126.0,12.89,84.0,12.88,11.0,12.93,68.0,12.94,62.0,12.95,75.0,12.99,24.0,13.0
2022-06-15,14:15:00,85.0,12.91,73.0,12.9,126.0,12.89,84.0,12.88,58.0,12.87,9.0,12.92,11.0,12.93,68.0,12.94,61.0,12.95,75.0,12.99
2022-06-15,14:15:00,85.0,12.91,73.0,12.9,126.0,12.89,84.0,12.88,58.0,12.87,9.0,12.92,11.0,12.93,68.0,12.94,61.0,12.95,75.0,12.99
2022-06-15,14:15:06,85.0,12.91,73.0,12.9,126.0,12.89,94.0,12.88,58.0,12.87,9.0,12.92,11.0,12.93,68.0,12.94,61.0,12.95,75.0,12.99
2022-06-15,14:15:10,85.0,12.91,73.0,12.9,126.0,12.89,94.0,12.88,58.0,12.87,9.0,12.92,11.0,12.93,68.0,12.94,61.0,12.95,75.0,12.99
2022-06-15,14:15:10,85.0,12.91,73.0,12.9,126.0,12.89,94.0,12.88,58.0,12.87,9.0,12.92,11.0,12.93,68.0,12.94,61.0,12.95,75.0,12.99
2022-06-15,14:15:10,85.0,12.91,73.0,12.9,126.0,12.89,94.0,12.88,58.0,12.87,9.0,12.92,11.0,12.93,68.0,12.94,61.0,12.95,75.0,12.99
2022-06-15,14:15:18,1.0,12.92,85.0,12.91,73.0,12.9,126.0,12.89,94.0,12.88,8.0,12.93,69.0,12.94,61.0,12.95,75.0,12.99,24.0,13.0
2022-06-15,14:15:18,1.0,12.92,85.0,12.91,73.0,12.9,126.0,12.89,94.0,12.88,8.0,12.93,69.0,12.94,61.0,12.95,75.0,12.99,24.0,13.0
2022-06-15,14:15:18,1.0,12.92,85.0,12.91,73.0,12.9,126.0,12.89,94.0,12.88,8.0,12.93,69.0,12.94,61.0,12.95,75.0,12.99,24.0,13.0
2022-06-15,14:15:27,1.0,12.92,85.0,12.91,73.0,12.9,126.0,12.89,94.0,12.88,11.0,12.93,69.0,12.94,61.0,12.95,75.0,12.99,24.0,13.0
2022-06-15,14:15:27,1.0,12.92,85.0,12.91,73.0,12.9,126.0,12.89,94.0,12.88,11.0,12.93,69.0,12.94,61.0,12.95,75.0,12.99,24.0,13.0
2022-06-15,14:15:27,1.0,12.92,85.0,12.91,73.0,12.9,126.0,12.89,94.0,12.88,11.0,12.93,69.0,12.94,61.0,12.95,75.0,12.99,24.0,13.0
2022-06-15,14:15:27,1.0,12.92,85.0,12.91,73.0,12.9,126.0,12.89,94.0,12.88,11.0,12.93,69.0,12.94,61.0,12.95,75.0,12.99,24.0,13.0
2022-06-15,14:15:42,85.0,12.91,73.0,12.9,126.0,12.89,94.0,12.88,58.0,12.87,9.0,12.92,11.0,12.93,69.0,12.94,61.0,12.95,75.0,12.99
2022-06-15,14:15:42,85.0,12.91,73.0,12.9,126.0,12.89,94.0,12.88,58.0,12.87,9.0,12.92,11.0,12.93,69.0,12.94,61.0,12.95,75.0,12.99
2022-06-15,14:15:42,85.0,12.91,73.0,12.9,126.0,12.89,94.0,12.88,58.0,12.87,9.0,12.92,11.0,12.93,69.0,12.94,61.0,12.95,75.0,12.99
2022-06-15,14:15:48,85.0,12.91,73.0,12.9,126.0,12.89,94.0,12.88,58.0,12.87,9.0,12.92,11.0,12.93,68.0,12.94,61.0,12.95,75.0,12.99
2022-06-15,14:15:54,64.0,12.91,73.0,12.9,126.0,12.89,94.0,12.88,58.0,12.87,10.0,12.92,11.0,12.93,68.0,12.94,61.0,12.95,75.0,12.99
2022-06-15,14:15:54,64.0,12.91,73.0,12.9,126.0,12.89,94.0,12.88,58.0,12.87,10.0,12.92,11.0,12.93,68.0,12.94,61.0,12.95,75.0,12.99
2022-06-15,14:15:54,64.0,12.91,73.0,12.9,126.0,12.89,94.0,12.88,58.0,12.87,10.0,12.92,11.0,12.93,68.0,12.94,61.0,12.95,75.0,12.99
2022-06-15,14:15:54,64.0,12.91,73.0,12.9,126.0,12.89,94.0,12.88,58.0,12.87,10.0,12.92,11.0,12.93,68.0,12.94,61.0,12.95,75.0,12.99
2022-06-15,14:16:06,64.0,12.91,73.0,12.9,126.0,12.89,104.0,12.88,58.0,12.87,12.0,12.92,11.0,12.93,68.0,12.94,61.0,12.95,95.0,12.99
2022-06-15,14:16:09,64.0,12.91,73.0,12.9,126.0,12.89,104.0,12.88,58.0,12.87,12.0,12.92,22.0,12.93,68.0,12.94,61.0,12.95,95.0,12.99
2022-06-15,14:16:12,64.0,12.91,73.0,12.9,126.0,12.89,104.0,12.88,58.0,12.87,21.0,12.92,22.0,12.93,68.0,12.94,61.0,12.95,95.0,12.99
2022-06-15,14:16:12,64.0,12.91,73.0,12.9,126.0,12.89,104.0,12.88,58.0,12.87,21.0,12.92,22.0,12.93,68.0,12.94,61.0,12.95,95.0,12.99
2022-06-15,14:16:18,64.0,12.91,56.0,12.9,126.0,12.89,104.0,12.88,58.0,12.87,21.0,12.92,22.0,12.93,68.0,12.94,61.0,12.95,95.0,12.99
2022-06-15,14:16:21,84.0,12.91,56.0,12.9,126.0,12.89,104.0,12.88,58.0,12.87,21.0,12.92,22.0,12.93,68.0,12.94,61.0,12.95,95.0,12.99
2022-06-15,14:16:21,84.0,12.91,56.0,12.9,126.0,12.89,104.0,12.88,58.0,12.87,21.0,12.92,22.0,12.93,68.0,12.94,61.0,12.95,95.0,12.99
2022-06-15,14:16:21,84.0,12.91,56.0,12.9,126.0,12.89,104.0,12.88,58.0,12.87,21.0,12.92,22.0,12.93,68.0,12.94,61.0,12.95,95.0,12.99
2022-06-15,14:16:33,84.0,12.91,56.0,12.9,126.0,12.89,104.0,12.88,58.0,12.87,12.0,12.92,22.0,12.93,68.0,12.94,61.0,12.95,95.0,12.99
2022-06-15,14:16:40,84.0,12.91,56.0,12.9,126.0,12.89,104.0,12.88,58.0,12.87,12.0,12.92,22.0,12.93,68.0,12.94,61.0,12.95,95.0,12.99
2022-06-15,14:16:40,84.0,12.91,56.0,12.9,126.0,12.89,104.0,12.88,58.0,12.87,12.0,12.92,22.0,12.93,68.0,12.94,61.0,12.95,95.0,12.99
2022-06-15,14:16:45,84.0,12.91,56.0,12.9,126.0,12.89,104.0,12.88,30.0,12.87,12.0,12.92,22.0,12.93,68.0,12.94,61.0,12.95,95.0,12.99
2022-06-15,14:16:48,4.0,12.92,84.0,12.91,56.0,12.9,126.0,12.89,104.0,12.88,22.0,12.93,68.0,12.94,61.0,12.95,95.0,12.99,24.0,13.0
2022-06-15,14:16:48,4.0,12.92,84.0,12.91,56.0,12.9,126.0,12.89,104.0,12.88,22.0,12.93,68.0,12.94,61.0,12.95,95.0,12.99,24.0,13.0
2022-06-15,14:16:54,83.0,12.91,56.0,12.9,126.0,12.89,104.0,12.88,30.0,12.87,1.0,12.92,22.0,12.93,68.0,12.94,61.0,12.95,95.0,12.99
2022-06-15,14:16:57,83.0,12.91,56.0,12.9,126.0,12.89,104.0,12.88,30.0,12.87,3.0,12.92,21.0,12.93,68.0,12.94,61.0,12.95,95.0,12.99
2022-06-15,14:17:00,83.0,12.91,56.0,12.9,126.0,12.89,104.0,12.88,30.0,12.87,5.0,12.92,21.0,12.93,68.0,12.94,61.0,12.95,95.0,12.99
2022-06-15,14:17:03,78.0,12.91,56.0,12.9,126.0,12.89,104.0,12.88,30.0,12.87,8.0,12.92,21.0,12.93,68.0,12.94,61.0,12.95,95.0,12.99
2022-06-15,14:17:03,78.0,12.91,56.0,12.9,126.0,12.89,104.0,12.88,30.0,12.87,8.0,12.92,21.0,12.93,68.0,12.94,61.0,12.95,95.0,12.99
2022-06-15,14:17:10,78.0,12.91,56.0,12.9,126.0,12.89,104.0,12.88,30.0,12.87,9.0,12.92,21.0,12.93,68.0,12.94,61.0,12.95,95.0,12.99
2022-06-15,14:17:12,78.0,12.91,56.0,12.9,126.0,12.89,104.0,12.88,30.0,12.87,11.0,12.92,21.0,12.93,68.0,12.94,61.0,12.95,95.0,12.99
2022-06-15,14:17:12,78.0,12.91,56.0,12.9,126.0,12.89,104.0,12.88,30.0,12.87,11.0,12.92,21.0,12.93,68.0,12.94,61.0,12.95,95.0,12.99
2022-06-15,14:17:12,78.0,12.91,56.0,12.9,126.0,12.89,104.0,12.88,30.0,12.87,11.0,12.92,21.0,12.93,68.0,12.94,61.0,12.95,95.0,12.99
2022-06-15,14:17:12,78.0,12.91,56.0,12.9,126.0,12.89,104.0,12.88,30.0,12.87,11.0,12.92,21.0,12.93,68.0,12.94,61.0,12.95,95.0,12.99
2022-06-15,14:17:12,78.0,12.91,56.0,12.9,126.0,12.89,104.0,12.88,30.0,12.87,11.0,12.92,21.0,12.93,68.0,12.94,61.0,12.95,95.0,12.99
2022-06-15,14:17:12,78.0,12.91,56.0,12.9,126.0,12.89,104.0,12.88,30.0,12.87,11.0,12.92,21.0,12.93,68.0,12.94,61.0,12.95,95.0,12.99
2022-06-15,14:17:33,73.0,12.91,56.0,12.9,126.0,12.89,104.0,12.88,30.0,12.87,13.0,12.92,31.0,12.93,68.0,12.94,61.0,12.95,95.0,12.99
2022-06-15,14:17:36,7.0,12.92,73.0,12.91,56.0,12.9,126.0,12.89,104.0,12.88,31.0,12.93,68.0,12.94,61.0,12.95,93.0,12.99,24.0,13.0
2022-06-15,14:17:36,7.0,12.92,73.0,12.91,56.0,12.9,126.0,12.89,104.0,12.88,31.0,12.93,68.0,12.94,61.0,12.95,93.0,12.99,24.0,13.0
2022-06-15,14:17:42,17.0,12.92,73.0,12.91,59.0,12.9,126.0,12.89,104.0,12.88,31.0,12.93,68.0,12.94,61.0,12.95,93.0,12.99,24.0,13.0
2022-06-15,14:17:42,17.0,12.92,73.0,12.91,59.0,12.9,126.0,12.89,104.0,12.88,31.0,12.93,68.0,12.94,61.0,12.95,93.0,12.99,24.0,13.0
2022-06-15,14:17:48,17.0,12.92,73.0,12.91,59.0,12.9,126.0,12.89,106.0,12.88,31.0,12.93,68.0,12.94,61.0,12.95,93.0,12.99,24.0,13.0
2022-06-15,14:17:48,17.0,12.92,73.0,12.91,59.0,12.9,126.0,12.89,106.0,12.88,31.0,12.93,68.0,12.94,61.0,12.95,93.0,12.99,24.0,13.0
2022-06-15,14:17:48,17.0,12.92,73.0,12.91,59.0,12.9,126.0,12.89,106.0,12.88,31.0,12.93,68.0,12.94,61.0,12.95,93.0,12.99,24.0,13.0
2022-06-15,14:17:48,17.0,12.92,73.0,12.91,59.0,12.9,126.0,12.89,106.0,12.88,31.0,12.93,68.0,12.94,61.0,12.95,93.0,12.99,24.0,13.0
2022-06-15,14:17:48,17.0,12.92,73.0,12.91,59.0,12.9,126.0,12.89,106.0,12.88,31.0,12.93,68.0,12.94,61.0,12.95,93.0,12.99,24.0,13.0
2022-06-15,14:18:03,15.0,12.92,73.0,12.91,117.0,12.9,126.0,12.89,106.0,12.88,31.0,12.93,68.0,12.94,61.0,12.95,93.0,12.99,24.0,13.0
2022-06-15,14:18:06,15.0,12.92,73.0,12.91,117.0,12.9,126.0,12.89,106.0,12.88,13.0,12.93,63.0,12.94,61.0,12.95,93.0,12.99,24.0,13.0
2022-06-15,14:18:09,15.0,12.92,73.0,12.91,177.0,12.9,126.0,12.89,106.0,12.88,18.0,12.93,63.0,12.94,61.0,12.95,93.0,12.99,24.0,13.0
2022-06-15,14:18:10,15.0,12.92,73.0,12.91,177.0,12.9,126.0,12.89,106.0,12.88,18.0,12.93,63.0,12.94,61.0,12.95,93.0,12.99,24.0,13.0
2022-06-15,14:18:10,15.0,12.92,73.0,12.91,177.0,12.9,126.0,12.89,106.0,12.88,18.0,12.93,63.0,12.94,61.0,12.95,93.0,12.99,24.0,13.0
2022-06-15,14:18:10,15.0,12.92,73.0,12.91,177.0,12.9,126.0,12.89,106.0,12.88,18.0,12.93,63.0,12.94,61.0,12.95,93.0,12.99,24.0,13.0
2022-06-15,14:18:10,15.0,12.92,73.0,12.91,177.0,12.9,126.0,12.89,106.0,12.88,18.0,12.93,63.0,12.94,61.0,12.95,93.0,12.99,24.0,13.0
2022-06-15,14:18:24,15.0,12.92,83.0,12.91,177.0,12.9,126.0,12.89,106.0,12.88,18.0,12.93,63.0,12.94,61.0,12.95,93.0,12.99,24.0,13.0
2022-06-15,14:18:24,15.0,12.92,83.0,12.91,177.0,12.9,126.0,12.89,106.0,12.88,18.0,12.93,63.0,12.94,61.0,12.95,93.0,12.99,24.0,13.0
2022-06-15,14:18:24,15.0,12.92,83.0,12.91,177.0,12.9,126.0,12.89,106.0,12.88,18.0,12.93,63.0,12.94,61.0,12.95,93.0,12.99,24.0,13.0
2022-06-15,14:18:33,15.0,12.92,83.0,12.91,177.0,12.9,126.0,12.89,106.0,12.88,18.0,12.93,63.0,12.94,61.0,12.95,93.0,12.99,24.0,13.0
2022-06-15,14:18:36,15.0,12.92,83.0,12.91,177.0,12.9,126.0,12.89,106.0,12.88,27.0,12.93,63.0,12.94,61.0,12.95,93.0,12.99,24.0,13.0
2022-06-15,14:18:40,141.0,12.93,15.0,12.92,83.0,12.91,177.0,12.9,126.0,12.89,63.0,12.94,61.0,12.95,93.0,12.99,24.0,13.0,14.0,13.01
2022-06-15,14:18:42,141.0,12.93,45.0,12.92,83.0,12.91,177.0,12.9,126.0,12.89,63.0,12.94,61.0,12.95,93.0,12.99,24.0,13.0,14.0,13.01
2022-06-15,14:18:45,142.0,12.93,46.0,12.92,83.0,12.91,176.0,12.9,126.0,12.89,63.0,12.94,61.0,12.95,93.0,12.99,24.0,13.0,14.0,13.01
2022-06-15,14:18:45,142.0,12.93,46.0,12.92,83.0,12.91,176.0,12.9,126.0,12.89,63.0,12.94,61.0,12.95,93.0,12.99,24.0,13.0,14.0,13.01
2022-06-15,14:18:51,142.0,12.93,46.0,12.92,83.0,12.91,176.0,12.9,118.0,12.89,63.0,12.94,61.0,12.95,93.0,12.99,24.0,13.0,14.0,13.01
2022-06-15,14:18:54,142.0,12.93,46.0,12.92,83.0,12.91,176.0,12.9,118.0,12.89,53.0,12.94,61.0,12.95,93.0,12.99,24.0,13.0,14.0,13.01
2022-06-15,14:18:54,142.0,12.93,46.0,12.92,83.0,12.91,176.0,12.9,118.0,12.89,53.0,12.94,61.0,12.95,93.0,12.99,24.0,13.0,14.0,13.01
2022-06-15,14:18:54,142.0,12.93,46.0,12.92,83.0,12.91,176.0,12.9,118.0,12.89,53.0,12.94,61.0,12.95,93.0,12.99,24.0,13.0,14.0,13.01
2022-06-15,14:19:03,149.0,12.93,46.0,12.92,73.0,12.91,176.0,12.9,118.0,12.89,53.0,12.94,61.0,12.95,93.0,12.99,24.0,13.0,1504.0,13.01
2022-06-15,14:19:06,148.0,12.93,46.0,12.92,73.0,12.91,176.0,12.9,118.0,12.89,53.0,12.94,61.0,12.95,93.0,12.99,24.0,13.0,1504.0,13.01
2022-06-15,14:19:10,77.0,12.93,46.0,12.92,73.0,12.91,176.0,12.9,118.0,12.89,56.0,12.94,61.0,12.95,93.0,12.99,24.0,13.0,1504.0,13.01
2022-06-15,14:19:12,69.0,12.93,46.0,12.92,73.0,12.91,176.0,12.9,118.0,12.89,57.0,12.94,61.0,12.95,93.0,12.99,24.0,13.0,1504.0,13.01
2022-06-15,14:19:15,61.0,12.93,46.0,12.92,73.0,12.91,176.0,12.9,118.0,12.89,59.0,12.94,57.0,12.95,93.0,12.99,34.0,13.0,1504.0,13.01
2022-06-15,14:19:18,42.0,12.93,46.0,12.92,73.0,12.91,176.0,12.9,118.0,12.89,61.0,12.94,57.0,12.95,93.0,12.99,34.0,13.0,14.0,13.01
2022-06-15,14:19:21,21.0,12.93,46.0,12.92,73.0,12.91,176.0,12.9,118.0,12.89,61.0,12.94,57.0,12.95,93.0,12.99,34.0,13.0,14.0,13.01
2022-06-15,14:19:24,21.0,12.93,46.0,12.92,73.0,12.91,176.0,12.9,118.0,12.89,62.0,12.94,57.0,12.95,93.0,12.99,34.0,13.0,14.0,13.01
2022-06-15,14:19:24,21.0,12.93,46.0,12.92,73.0,12.91,176.0,12.9,118.0,12.89,62.0,12.94,57.0,12.95,93.0,12.99,34.0,13.0,14.0,13.01
2022-06-15,14:19:24,21.0,12.93,46.0,12.92,73.0,12.91,176.0,12.9,118.0,12.89,62.0,12.94,57.0,12.95,93.0,12.99,34.0,13.0,14.0,13.01
2022-06-15,14:19:24,21.0,12.93,46.0,12.92,73.0,12.91,176.0,12.9,118.0,12.89,62.0,12.94,57.0,12.95,93.0,12.99,34.0,13.0,14.0,13.01
2022-06-15,14:19:36,21.0,12.93,96.0,12.92,73.0,12.91,176.0,12.9,118.0,12.89,62.0,12.94,57.0,12.95,93.0,12.99,34.0,13.0,14.0,13.01
2022-06-15,14:19:40,21.0,12.93,96.0,12.92,73.0,12.91,176.0,12.9,118.0,12.89,62.0,12.94,57.0,12.95,93.0,12.99,34.0,13.0,14.0,13.01
2022-06-15,14:19:45,31.0,12.93,96.0,12.92,73.0,12.91,176.0,12.9,118.0,12.89,62.0,12.94,57.0,12.95,93.0,12.99,34.0,13.0,14.0,13.01
2022-06-15,14:19:45,31.0,12.93,96.0,12.92,73.0,12.91,176.0,12.9,118.0,12.89,62.0,12.94,57.0,12.95,93.0,12.99,34.0,13.0,14.0,13.01
2022-06-15,14:19:51,96.0,12.92,73.0,12.91,181.0,12.9,118.0,12.89,106.0,12.88,20.0,12.93,62.0,12.94,57.0,12.95,93.0,12.99,34.0,13.0
2022-06-15,14:19:51,96.0,12.92,73.0,12.91,181.0,12.9,118.0,12.89,106.0,12.88,20.0,12.93,62.0,12.94,57.0,12.95,93.0,12.99,34.0,13.0
2022-06-15,14:19:51,96.0,12.92,73.0,12.91,181.0,12.9,118.0,12.89,106.0,12.88,20.0,12.93,62.0,12.94,57.0,12.95,93.0,12.99,34.0,13.0
2022-06-15,14:20:00,97.0,12.92,73.0,12.91,181.0,12.9,118.0,12.89,106.0,12.88,20.0,12.93,62.0,12.94,57.0,12.95,93.0,12.99,34.0,13.0
2022-06-15,14:20:03,97.0,12.92,73.0,12.91,181.0,12.9,118.0,12.89,106.0,12.88,23.0,12.93,62.0,12.94,57.0,12.95,93.0,12.99,34.0,13.0
2022-06-15,14:20:03,97.0,12.92,73.0,12.91,181.0,12.9,118.0,12.89,106.0,12.88,23.0,12.93,62.0,12.94,57.0,12.95,93.0,12.99,34.0,13.0
2022-06-15,14:20:09,97.0,12.92,73.0,12.91,176.0,12.9,118.0,12.89,106.0,12.88,24.0,12.93,61.0,12.94,57.0,12.95,93.0,12.99,34.0,13.0
2022-06-15,14:20:10,97.0,12.92,73.0,12.91,176.0,12.9,118.0,12.89,106.0,12.88,24.0,12.93,61.0,12.94,57.0,12.95,93.0,12.99,34.0,13.0
2022-06-15,14:20:10,97.0,12.92,73.0,12.91,176.0,12.9,118.0,12.89,106.0,12.88,24.0,12.93,61.0,12.94,57.0,12.95,93.0,12.99,34.0,13.0
2022-06-15,14:20:10,97.0,12.92,73.0,12.91,176.0,12.9,118.0,12.89,106.0,12.88,24.0,12.93,61.0,12.94,57.0,12.95,93.0,12.99,34.0,13.0
2022-06-15,14:20:10,97.0,12.92,73.0,12.91,176.0,12.9,118.0,12.89,106.0,12.88,24.0,12.93,61.0,12.94,57.0,12.95,93.0,12.99,34.0,13.0
2022-06-15,14:20:10,97.0,12.92,73.0,12.91,176.0,12.9,118.0,12.89,106.0,12.88,24.0,12.93,61.0,12.94,57.0,12.95,93.0,12.99,34.0,13.0
2022-06-15,14:20:10,97.0,12.92,73.0,12.91,176.0,12.9,118.0,12.89,106.0,12.88,24.0,12.93,61.0,12.94,57.0,12.95,93.0,12.99,34.0,13.0
2022-06-15,14:20:30,81.0,12.92,88.0,12.91,176.0,12.9,118.0,12.89,106.0,12.88,24.0,12.93,61.0,12.94,57.0,12.95,93.0,12.99,34.0,13.0
2022-06-15,14:20:33,73.0,12.92,88.0,12.91,176.0,12.9,118.0,12.89,106.0,12.88,24.0,12.93,61.0,12.94,57.0,12.95,93.0,12.99,34.0,13.0
2022-06-15,14:20:36,88.0,12.91,176.0,12.9,118.0,12.89,106.0,12.88,30.0,12.87,54.0,12.92,26.0,12.93,60.0,12.94,57.0,12.95,93.0,12.99
2022-06-15,14:20:40,85.0,12.91,176.0,12.9,118.0,12.89,106.0,12.88,30.0,12.87,60.0,12.92,26.0,12.93,58.0,12.94,57.0,12.95,93.0,12.99
2022-06-15,14:20:40,85.0,12.91,176.0,12.9,118.0,12.89,106.0,12.88,30.0,12.87,60.0,12.92,26.0,12.93,58.0,12.94,57.0,12.95,93.0,12.99
2022-06-15,14:20:45,84.0,12.91,176.0,12.9,118.0,12.89,106.0,12.88,30.0,12.87,62.0,12.92,25.0,12.93,57.0,12.94,57.0,12.95,93.0,12.99
2022-06-15,14:20:48,84.0,12.91,176.0,12.9,118.0,12.89,106.0,12.88,30.0,12.87,65.0,12.92,23.0,12.93,57.0,12.94,57.0,12.95,93.0,12.99
2022-06-15,14:20:51,84.0,12.91,176.0,12.9,118.0,12.89,106.0,12.88,30.0,12.87,66.0,12.92,23.0,12.93,57.0,12.94,57.0,12.95,93.0,12.99
2022-06-15,14:20:54,79.0,12.91,176.0,12.9,118.0,12.89,106.0,12.88,30.0,12.87,67.0,12.92,23.0,12.93,57.0,12.94,57.0,12.95,93.0,12.99
2022-06-15,14:20:57,74.0,12.91,176.0,12.9,118.0,12.89,106.0,12.88,30.0,12.87,69.0,12.92,22.0,12.93,56.0,12.94,57.0,12.95,93.0,12.99
2022-06-15,14:21:00,74.0,12.91,176.0,12.9,118.0,12.89,106.0,12.88,30.0,12.87,29.0,12.92,22.0,12.93,56.0,12.94,57.0,12.95,93.0,12.99
2022-06-15,14:21:00,74.0,12.91,176.0,12.9,118.0,12.89,106.0,12.88,30.0,12.87,29.0,12.92,22.0,12.93,56.0,12.94,57.0,12.95,93.0,12.99
2022-06-15,14:21:06,79.0,12.91,176.0,12.9,118.0,12.89,116.0,12.88,30.0,12.87,21.0,12.92,22.0,12.93,56.0,12.94,57.0,12.95,93.0,12.99
2022-06-15,14:21:10,7.0,12.91,176.0,12.9,118.0,12.89,116.0,12.88,30.0,12.87,21.0,12.92,22.0,12.93,56.0,12.94,57.0,12.95,93.0,12.99
2022-06-15,14:21:12,6.0,12.91,176.0,12.9,118.0,12.89,116.0,12.88,30.0,12.87,21.0,12.92,22.0,12.93,56.0,12.94,57.0,12.95,93.0,12.99
2022-06-15,14:21:12,6.0,12.91,176.0,12.9,118.0,12.89,116.0,12.88,30.0,12.87,21.0,12.92,22.0,12.93,56.0,12.94,57.0,12.95,93.0,12.99
2022-06-15,14:21:18,1.0,12.91,176.0,12.9,118.0,12.89,116.0,12.88,30.0,12.87,21.0,12.92,21.0,12.93,56.0,12.94,57.0,12.95,93.0,12.99
2022-06-15,14:21:21,1.0,12.91,176.0,12.9,118.0,12.89,116.0,12.88,30.0,12.87,22.0,12.92,21.0,12.93,56.0,12.94,57.0,12.95,93.0,12.99
2022-06-15,14:21:24,1.0,12.91,176.0,12.9,118.0,12.89,116.0,12.88,30.0,12.87,22.0,12.92,27.0,12.93,56.0,12.94,57.0,12.95,93.0,12.99
2022-06-15,14:21:27,1.0,12.91,176.0,12.9,118.0,12.89,116.0,12.88,30.0,12.87,22.0,12.92,27.0,12.93,56.0,12.94,57.0,12.95,93.0,12.99
2022-06-15,14:21:30,1.0,12.91,176.0,12.9,118.0,12.89,116.0,12.88,30.0,12.87,18.0,12.92,27.0,12.93,56.0,12.94,57.0,12.95,93.0,12.99
2022-06-15,14:21:33,176.0,12.9,118.0,12.89,116.0,12.88,30.0,12.87,123.0,12.86,3.0,12.91,15.0,12.92,27.0,12.93,56.0,12.94,57.0,12.95
2022-06-15,14:21:33,176.0,12.9,118.0,12.89,116.0,12.88,30.0,12.87,123.0,12.86,3.0,12.91,15.0,12.92,27.0,12.93,56.0,12.94,57.0,12.95
2022-06-15,14:21:42,176.0,12.9,118.0,12.89,116.0,12.88,30.0,12.87,123.0,12.86,8.0,12.91,14.0,12.92,27.0,12.93,56.0,12.94,57.0,12.95
2022-06-15,14:21:51,176.0,12.9,118.0,12.89,116.0,12.88,30.0,12.87,123.0,12.86,11.0,12.91,12.0,12.92,27.0,12.93,56.0,12.94,57.0,12.95
2022-06-15,14:21:51,176.0,12.9,118.0,12.89,116.0,12.88,30.0,12.87,123.0,12.86,11.0,12.91,12.0,12.92,27.0,12.93,56.0,12.94,57.0,12.95
2022-06-15,14:21:57,170.0,12.9,118.0,12.89,116.0,12.88,30.0,12.87,123.0,12.86,14.0,12.91,12.0,12.92,27.0,12.93,56.0,12.94,57.0,12.95
